25.0776  0.000919786
25.5432  0.000716578
26.0089  0.000550802
26.5521  0.000427807
27.0177  0.000294118
27.5610  0.000272727
28.0266  0.000395722
28.5698  0.000385027
29.0355  0.000294118
29.4235  0.000368984
29.9667  0.000342246
30.5100  0.000267380
31.0532  0.000267380
31.4412  0.000283422
31.9845  0.000304813
32.5277  0.000320856
32.9933  0.000390374
33.4590  0.000588235
34.0022  0.000770053
34.4678  0.000620321
34.9335  0.000566845
35.5543  0.000593583
36.0976  0.000411765
36.4856  0.000342246
37.0288  0.000459893
37.4945  0.000534759
38.0377  0.000465241
38.5033  0.000508021
39.0466  0.000716578
39.5122  0.000796791
39.9778  0.000636364
40.5211  0.000411765
40.9867  0.000326203
41.5299  0.000347594
41.9956  0.000417112
42.5388  0.000438503
43.0044  0.000390374
43.5477  0.000288770
44.0909  0.000240642
44.5565  0.000294118
45.0222  0.000449198
45.4878  0.000582888
46.0310  0.000663102
46.4191  0.000631016
47.0399  0.000475936
47.5055  0.000294118
47.9712  0.000251337
48.5144  0.000272727
48.9800  0.000320856
49.5233  0.000390374
49.9889  0.000401070
50.4545  0.000358289
50.9978  0.000336898
51.4634  0.000294118
52.0067  0.000262032
52.4723  0.000315508
53.0155  0.000422460
53.4812  0.000481283
54.0244  0.000433155
54.4900  0.000336898
55.0333  0.000272727
55.4989  0.000326203
55.9645  0.000481283
56.5078  0.000625668
56.9734  0.000668449
57.5166  0.000641711
57.9823  0.000641711
58.5255  0.000663102
58.9911  0.000695187
59.5344  0.000636364
60.0000  0.000502674
60.4656  0.000379679
61.0089  0.000363636
61.4745  0.000368984
61.9401  0.000315508
62.4834  0.000251337
