3.75205  0.0346452
3.98404  0.0483839
4.09555  0.0450231
4.15290  0.0571713
4.28935  0.0725836
4.36882  0.0613891
4.47033  0.0531746
4.70305  0.0674965
4.81251  0.0643304
4.94779  0.0816766
5.20518  0.0942220
5.47469  0.0597990
5.65415  0.0627060
5.78559  0.0556292
5.89418  0.0875891
6.06026  0.131460
6.25776  0.0854673
6.43302  0.0834247
6.64317  0.0656665
6.76761  0.0939656
6.95862  0.158934
7.21843  0.0985007
7.52320  0.0775260
7.76917  0.0655598
8.09966  0.113554
8.32658  0.113522
8.64145  0.232450
9.04629  0.116168
9.43136  0.216169
9.69506  0.187234
9.92308  0.332212
10.1084  0.411867
10.4373  0.231995
10.9770  0.124553
11.1820  0.154418
11.4450  0.273985
11.7125  0.339663
12.2060  0.215591
12.7243  0.308427
13.2015  0.286975
13.6960  0.242669
14.3448  0.440880
14.8130  0.323019
15.3699  0.381703
15.5119  0.372652
15.8007  0.400279
16.6183  0.230877
17.0860  0.322541
17.4063  0.472705
17.8120  0.495733
18.3116  0.532433
18.6492  0.363156
19.0822  0.299878
19.4384  0.363000
20.0788  0.571467
20.5455  0.506973
21.1229  0.628471
21.6181  0.921022
21.9202  1.08861
22.4292  0.898925
22.8438  0.690962
23.3738  0.543933
23.6974  0.460065
24.4762  0.598218
25.2777  0.570103
26.1104  0.897508
26.5936  0.723653
26.9588  0.459449
27.5842  0.361683
28.4913  0.493322
28.7592  0.723065
29.0293  1.03477
29.4348  1.19417
29.9773  0.795267
30.3898  0.542452
31.0940  0.397476
32.2633  0.481049
33.7928  0.961651
34.7412  1.08342
36.3848  1.70537
37.5720  1.21996
38.4397  0.738329
39.5188  0.851940
41.1847  0.567221
42.5402  0.831182
43.7409  1.40586
44.3519  1.62243
45.8002  1.24690
46.6487  1.05460
47.7415  1.47336
49.0822  1.74120
49.7636  1.62049
