  0.575477E+00  0.489556E+00  0.117078E+01  0.961582E+03  0.100000E+08  0.400000E+05  0.111875E-06  0.269413E-04  0.500000E+05 -0.253071E+10  0.000000E+00  0.127487E+03  0.999982E+00  0.101686E+01  0.967088E+00  0.997843E+00  0.100291E+01  0.290220E-04  0.129478E+04 -0.244747E-02  0.781624E+00  0.115400E+01 -0.856533E+00  0.116826E+01  0.110466E-03  0.198956E+04  0.541322E-02  0.144377E+00  0.236886E-01  0.143790E-01 -0.687630E-02  0.999861E+00  0.112010E+04  0.393280E+00  0.348410E+00  0.310903E+00  0.426160E+00  0.867506E+00  0.131905E+04  0.993583E+00  0.879004E+00  0.795541E+00  0.109046E+01  0.132494E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.329177E-05  0.447941E-01  0.429700E-01  0.000000E+00  0.000000E+00  0.313621E-05  0.362976E-04  0.305941E-03  0.174391E-03  0.100655E+01  0.941419E+00  0.100561E+01  0.100131E+01  0.100067E+01  0.935923E+00  0.103480E+01  0.967843E+00  0.000000E+00  0.000000E+00  0.146417E-03  0.325512E+02  0.137904E-03  0.168900E+02  0.642612E-09  0.142864E-03  0.655444E-04  0.145717E+02  0.187862E-10  0.417652E-05  0.395474E-05  0.757329E-04  0.137624E-04  0.971048E-04  0.245086E-05  0.469338E-04  0.174353E-02  0.333884E-01  0.106363E-08  0.203683E-07  0.155767E+01  0.215924E+01  0.543699E+00  0.129520E+04  0.106290E+03  0.207596E+03  0.948585E+03  0.955406E+03  0.161119E+04  0.995397E+00  0.301584E-02  0.371711E-03  0.262776E-06  0.207388E+03  0.953388E+03  0.640797E+03  0.655319E+03  0.682632E+03  0.652566E+03  0.683313E+03  0.108604E+03  0.217803E+03  0.215635E+03  0.422815E+03  0.732446E+03  0.624926E+03  0.649518E+03  0.108050E+03  0.218074E+03  0.215629E+03  0.805508E+02
  0.568844E+00  0.482786E+00  0.117357E+01  0.953820E+03  0.100000E+08  0.400000E+05  0.110577E-06  0.253112E-04  0.500000E+05 -0.248133E+10  0.000000E+00  0.126529E+03  0.999981E+00  0.101662E+01  0.968461E+00  0.997824E+00  0.100295E+01  0.306363E-04  0.128375E+04 -0.247317E-02  0.792172E+00  0.115105E+01 -0.854524E+00  0.117102E+01  0.114159E-03  0.196992E+04  0.556173E-02  0.143583E+00  0.238408E-01  0.146542E-01 -0.696098E-02  0.999855E+00  0.110865E+04  0.388851E+00  0.343320E+00  0.306041E+00  0.421498E+00  0.871005E+00  0.130732E+04  0.993597E+00  0.879288E+00  0.795247E+00  0.109526E+01  0.128995E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.293851E-05  0.469466E-01  0.447429E-01  0.000000E+00  0.000000E+00  0.331220E-05  0.380538E-04  0.314458E-03  0.179599E-03  0.100635E+01  0.943905E+00  0.100544E+01  0.100111E+01  0.100039E+01  0.938319E+00  0.103402E+01  0.969859E+00  0.000000E+00  0.000000E+00  0.148688E-03  0.322074E+02  0.139688E-03  0.166763E+02  0.663211E-09  0.143659E-03  0.680467E-04  0.147397E+02  0.202593E-10  0.438840E-05  0.435008E-05  0.799318E-04  0.150621E-04  0.104566E-03  0.277701E-05  0.510270E-04  0.185091E-02  0.340101E-01  0.117711E-08  0.216292E-07  0.153803E+01  0.215948E+01  0.524315E+00  0.128414E+04  0.106259E+03  0.207481E+03  0.940881E+03  0.947859E+03  0.159441E+04  0.995308E+00  0.307497E-02  0.383994E-03  0.275326E-06  0.207268E+03  0.945826E+03  0.640978E+03  0.655319E+03  0.682633E+03  0.652570E+03  0.683325E+03  0.108628E+03  0.217826E+03  0.215624E+03  0.424538E+03  0.731709E+03  0.625026E+03  0.649526E+03  0.108080E+03  0.218095E+03  0.215617E+03  0.816596E+02
  0.572536E+00  0.486880E+00  0.117122E+01  0.960287E+03  0.100000E+08  0.400000E+05  0.110715E-06  0.263992E-04  0.500000E+05 -0.252869E+10  0.000000E+00  0.127104E+03  0.999982E+00  0.101684E+01  0.967308E+00  0.997835E+00  0.100293E+01  0.291339E-04  0.129302E+04 -0.245804E-02  0.783282E+00  0.115354E+01 -0.856221E+00  0.116869E+01  0.110324E-03  0.198647E+04  0.542369E-02  0.143798E+00  0.236394E-01  0.143802E-01 -0.686246E-02  0.999861E+00  0.111836E+04  0.391697E+00  0.346850E+00  0.309462E+00  0.424505E+00  0.868632E+00  0.131702E+04  0.993756E+00  0.879347E+00  0.795757E+00  0.109158E+01  0.131368E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.306937E-05  0.450414E-01  0.431802E-01  0.000000E+00  0.000000E+00  0.316476E-05  0.365218E-04  0.307264E-03  0.175283E-03  0.100651E+01  0.941811E+00  0.100558E+01  0.100126E+01  0.100061E+01  0.936287E+00  0.103470E+01  0.968183E+00  0.000000E+00  0.000000E+00  0.147565E-03  0.324987E+02  0.138930E-03  0.168574E+02  0.652771E-09  0.143762E-03  0.662895E-04  0.145992E+02  0.191213E-10  0.421117E-05  0.398487E-05  0.757001E-04  0.138751E-04  0.975394E-04  0.248911E-05  0.472853E-04  0.174979E-02  0.332406E-01  0.107434E-08  0.204091E-07  0.155428E+01  0.215931E+01  0.540775E+00  0.129343E+04  0.106285E+03  0.207577E+03  0.947274E+03  0.954147E+03  0.160841E+04  0.995382E+00  0.302559E-02  0.373722E-03  0.263084E-06  0.207368E+03  0.952126E+03  0.640829E+03  0.655319E+03  0.682633E+03  0.652567E+03  0.683315E+03  0.108608E+03  0.217807E+03  0.215634E+03  0.423108E+03  0.732329E+03  0.624946E+03  0.649519E+03  0.108055E+03  0.218078E+03  0.215628E+03  0.811254E+02
  0.573307E+00  0.482883E+00  0.118251E+01  0.930969E+03  0.100000E+08  0.400000E+05  0.112759E-06  0.250105E-04  0.500000E+05 -0.226222E+10  0.000000E+00  0.126601E+03  0.999977E+00  0.101566E+01  0.972509E+00  0.997832E+00  0.100298E+01  0.385739E-04  0.125031E+04 -0.246362E-02  0.825634E+00  0.113790E+01 -0.848063E+00  0.117996E+01  0.137913E-03  0.190950E+04  0.624013E-02  0.147071E+00  0.253485E-01  0.161581E-01 -0.762843E-02  0.999824E+00  0.107262E+04  0.386834E+00  0.337510E+00  0.299811E+00  0.419234E+00  0.874309E+00  0.127369E+04  0.991286E+00  0.876116E+00  0.790730E+00  0.110570E+01  0.125691E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.420853E-05  0.556376E-01  0.516323E-01  0.000000E+00  0.000000E+00  0.390536E-05  0.447396E-04  0.342825E-03  0.195985E-03  0.100582E+01  0.951318E+00  0.100499E+01  0.100069E+01  0.999809E+00  0.945636E+00  0.103148E+01  0.975594E+00  0.000000E+00  0.000000E+00  0.145181E-03  0.309719E+02  0.135006E-03  0.159977E+02  0.632884E-09  0.135015E-03  0.710847E-04  0.151647E+02  0.237034E-10  0.505671E-05  0.645634E-05  0.106538E-03  0.215882E-04  0.144747E-03  0.432019E-05  0.712885E-04  0.239993E-02  0.396018E-01  0.174213E-08  0.287472E-07  0.148355E+01  0.216009E+01  0.467164E+00  0.125060E+04  0.106165E+03  0.207135E+03  0.918565E+03  0.925675E+03  0.154464E+04  0.995030E+00  0.325909E-02  0.423276E-03  0.345725E-06  0.206908E+03  0.923606E+03  0.641408E+03  0.655317E+03  0.682631E+03  0.652579E+03  0.683357E+03  0.108703E+03  0.217891E+03  0.215578E+03  0.429529E+03  0.729467E+03  0.625290E+03  0.649545E+03  0.108172E+03  0.218150E+03  0.215572E+03  0.798225E+02
  0.574071E+00  0.489484E+00  0.116809E+01  0.969008E+03  0.100000E+08  0.400000E+05  0.114089E-06  0.260094E-04  0.500000E+05 -0.260544E+10  0.000000E+00  0.127457E+03  0.999983E+00  0.101719E+01  0.965701E+00  0.997840E+00  0.100291E+01  0.269534E-04  0.130564E+04 -0.245040E-02  0.771679E+00  0.115765E+01 -0.858499E+00  0.116558E+01  0.104094E-03  0.200911E+04  0.521692E-02  0.143237E+00  0.232363E-01  0.139403E-01 -0.668564E-02  0.999869E+00  0.113176E+04  0.393947E+00  0.350272E+00  0.312889E+00  0.426918E+00  0.866422E+00  0.132997E+04  0.994257E+00  0.879917E+00  0.796870E+00  0.108728E+01  0.133578E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.294670E-05  0.424306E-01  0.410279E-01  0.000000E+00  0.000000E+00  0.297841E-05  0.344553E-04  0.297811E-03  0.169814E-03  0.100673E+01  0.938886E+00  0.100576E+01  0.100145E+01  0.100087E+01  0.933419E+00  0.103567E+01  0.965874E+00  0.000000E+00  0.000000E+00  0.147650E-03  0.329544E+02  0.139466E-03  0.171188E+02  0.652567E-09  0.145648E-03  0.647216E-04  0.144454E+02  0.178838E-10  0.399153E-05  0.348966E-05  0.692292E-04  0.122645E-04  0.875723E-04  0.212484E-05  0.421534E-04  0.160190E-02  0.317790E-01  0.937745E-09  0.186033E-07  0.157676E+01  0.215928E+01  0.564677E+00  0.130609E+04  0.106320E+03  0.207704E+03  0.955855E+03  0.962635E+03  0.162733E+04  0.995480E+00  0.296080E-02  0.360404E-03  0.244553E-06  0.207500E+03  0.960630E+03  0.640598E+03  0.655320E+03  0.682633E+03  0.652563E+03  0.683303E+03  0.108581E+03  0.217783E+03  0.215649E+03  0.421188E+03  0.733179E+03  0.624847E+03  0.649512E+03  0.108021E+03  0.218057E+03  0.215642E+03  0.817510E+02
  0.573666E+00  0.491050E+00  0.116355E+01  0.982106E+03  0.100000E+08  0.400000E+05  0.122611E-06  0.236031E-04  0.500000E+05 -0.273323E+10  0.000000E+00  0.127648E+03  0.999985E+00  0.101776E+01  0.963208E+00  0.997840E+00  0.100289E+01  0.238093E-04  0.132471E+04 -0.244847E-02  0.753075E+00  0.116150E+01 -0.861846E+00  0.116104E+01  0.945832E-04  0.204331E+04  0.490351E-02  0.141727E+00  0.225498E-01  0.132515E-01 -0.639837E-02  0.999882E+00  0.115209E+04  0.396068E+00  0.354325E+00  0.317059E+00  0.429248E+00  0.863903E+00  0.134930E+04  0.995200E+00  0.881114E+00  0.798819E+00  0.108148E+01  0.136097E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.257277E-05  0.387068E-01  0.379184E-01  0.000000E+00  0.000000E+00  0.272293E-05  0.315174E-04  0.284311E-03  0.162179E-03  0.100706E+01  0.934344E+00  0.100603E+01  0.100172E+01  0.100123E+01  0.928941E+00  0.103720E+01  0.962315E+00  0.000000E+00  0.000000E+00  0.149031E-03  0.335373E+02  0.141278E-03  0.175043E+02  0.662783E-09  0.149150E-03  0.627022E-04  0.141102E+02  0.163240E-10  0.367349E-05  0.283225E-05  0.598968E-04  0.101032E-04  0.737862E-04  0.166343E-05  0.351785E-04  0.138971E-02  0.293899E-01  0.757817E-09  0.160264E-07  0.161168E+01  0.215953E+01  0.603337E+00  0.132522E+04  0.106371E+03  0.207892E+03  0.968718E+03  0.975400E+03  0.165573E+04  0.995622E+00  0.286722E-02  0.341498E-03  0.217366E-06  0.207694E+03  0.973416E+03  0.640082E+03  0.655320E+03  0.682633E+03  0.652558E+03  0.683286E+03  0.108542E+03  0.217749E+03  0.215671E+03  0.418307E+03  0.734467E+03  0.624709E+03  0.649502E+03  0.107972E+03  0.218028E+03  0.215664E+03  0.839075E+02
  0.568542E+00  0.487468E+00  0.116166E+01  0.987572E+03  0.100000E+08  0.400000E+05  0.121635E-06  0.225999E-04  0.500000E+05 -0.280658E+10  0.000000E+00  0.127122E+03  0.999986E+00  0.101806E+01  0.962114E+00  0.997827E+00  0.100290E+01  0.223103E-04  0.133288E+04 -0.246277E-02  0.745561E+00  0.116307E+01 -0.863258E+00  0.115914E+01  0.892731E-04  0.205810E+04  0.474684E-02  0.139907E+00  0.220848E-01  0.128703E-01 -0.621538E-02  0.999888E+00  0.116103E+04  0.394651E+00  0.354039E+00  0.317036E+00  0.427826E+00  0.864364E+00  0.135718E+04  0.996028E+00  0.882400E+00  0.800329E+00  0.108001E+01  0.135636E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.209732E-05  0.370384E-01  0.365185E-01  0.000000E+00  0.000000E+00  0.262419E-05  0.302371E-04  0.250616E-03  0.159254E-03  0.100719E+01  0.932344E+00  0.100615E+01  0.100181E+01  0.100135E+01  0.926936E+00  0.103794E+01  0.960812E+00  0.000000E+00  0.000000E+00  0.151540E-03  0.337984E+02  0.143869E-03  0.176768E+02  0.684069E-09  0.152570E-03  0.626968E-04  0.139834E+02  0.159163E-10  0.354985E-05  0.254177E-05  0.550191E-04  0.915733E-05  0.673186E-04  0.148256E-05  0.320913E-04  0.128797E-02  0.278794E-01  0.681317E-09  0.147478E-07  0.162636E+01  0.215976E+01  0.621266E+00  0.133341E+04  0.106392E+03  0.207969E+03  0.974026E+03  0.980733E+03  0.166763E+04  0.995679E+00  0.282944E-02  0.333963E-03  0.203386E-06  0.207774E+03  0.978757E+03  0.639618E+03  0.655321E+03  0.682634E+03  0.652556E+03  0.683279E+03  0.108526E+03  0.217736E+03  0.215681E+03  0.417118E+03  0.735021E+03  0.624662E+03  0.649499E+03  0.107952E+03  0.218017E+03  0.215675E+03  0.858018E+02
  0.565335E+00  0.489374E+00  0.115062E+01  0.102264E+04  0.100000E+08  0.400000E+05  0.126322E-06  0.209089E-04  0.500000E+05 -0.318472E+10  0.000000E+00  0.127304E+03  0.999989E+00  0.101975E+01  0.954940E+00  0.997819E+00  0.100286E+01  0.159845E-04  0.138401E+04 -0.246302E-02  0.700355E+00  0.117474E+01 -0.871530E+00  0.114811E+01  0.692100E-04  0.214949E+04  0.401868E-02  0.135397E+00  0.203787E-01  0.112403E-01 -0.554215E-02  0.999915E+00  0.121542E+04  0.399240E+00  0.363702E+00  0.327049E+00  0.432986E+00  0.858392E+00  0.140881E+04  0.998359E+00  0.885425E+00  0.805216E+00  0.106604E+01  0.141608E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.136737E-05  0.292009E-01  0.297232E-01  0.000000E+00  0.000000E+00  0.208379E-05  0.239725E-04  0.192688E-03  0.141926E-03  0.100812E+01  0.919335E+00  0.100693E+01  0.100256E+01  0.100235E+01  0.914076E+00  0.104242E+01  0.950612E+00  0.000000E+00  0.000000E+00  0.156511E-03  0.356033E+02  0.150041E-03  0.187863E+02  0.720297E-09  0.163854E-03  0.582424E-04  0.132491E+02  0.126412E-10  0.287565E-05  0.147042E-05  0.378120E-04  0.548849E-05  0.429380E-04  0.773132E-06  0.198811E-04  0.877662E-03  0.225691E-01  0.387152E-09  0.995564E-08  0.172911E+01  0.216214E+01  0.742931E+00  0.138470E+04  0.106523E+03  0.208448E+03  0.100853E+04  0.101502E+04  0.174349E+04  0.996022E+00  0.260338E-02  0.290348E-03  0.148815E-06  0.208269E+03  0.101310E+04  0.639534E+03  0.655323E+03  0.682635E+03  0.652544E+03  0.683237E+03  0.108430E+03  0.217649E+03  0.215734E+03  0.409367E+03  0.738494E+03  0.624329E+03  0.649477E+03  0.107828E+03  0.217944E+03  0.215728E+03  0.923323E+02
  0.559126E+00  0.482708E+00  0.115374E+01  0.101209E+04  0.100000E+08  0.400000E+05  0.135396E-06  0.165026E-04  0.500000E+05 -0.309846E+10  0.000000E+00  0.126391E+03  0.999988E+00  0.101932E+01  0.957117E+00  0.997806E+00  0.100289E+01  0.173329E-04  0.136896E+04 -0.248173E-02  0.713942E+00  0.117001E+01 -0.869193E+00  0.115121E+01  0.726508E-04  0.212286E+04  0.418458E-02  0.135052E+00  0.206103E-01  0.115633E-01 -0.563735E-02  0.999910E+00  0.119977E+04  0.394509E+00  0.357917E+00  0.321478E+00  0.427926E+00  0.862431E+00  0.139303E+04  0.998365E+00  0.885798E+00  0.804922E+00  0.107145E+01  0.137569E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.121256E-05  0.310403E-01  0.313615E-01  0.000000E+00  0.000000E+00  0.223096E-05  0.255047E-04  0.204646E-03  0.146916E-03  0.100783E+01  0.923263E+00  0.100669E+01  0.100230E+01  0.100200E+01  0.917923E+00  0.104116E+01  0.953804E+00  0.000000E+00  0.000000E+00  0.157415E-03  0.349881E+02  0.150386E-03  0.184472E+02  0.731545E-09  0.162598E-03  0.605459E-04  0.134574E+02  0.137404E-10  0.305404E-05  0.167482E-05  0.406287E-04  0.622948E-05  0.475675E-04  0.922831E-06  0.223865E-04  0.961272E-03  0.233190E-01  0.446605E-09  0.108340E-07  0.169627E+01  0.216121E+01  0.705348E+00  0.136960E+04  0.106484E+03  0.208306E+03  0.998052E+03  0.100469E+04  0.172077E+04  0.995923E+00  0.266854E-02  0.302651E-03  0.159045E-06  0.208122E+03  0.100275E+04  0.639559E+03  0.655323E+03  0.682636E+03  0.652548E+03  0.683250E+03  0.108458E+03  0.217676E+03  0.215722E+03  0.411726E+03  0.737470E+03  0.624438E+03  0.649485E+03  0.107864E+03  0.217967E+03  0.215716E+03  0.918714E+02
  0.565933E+00  0.487289E+00  0.115677E+01  0.100258E+04  0.100000E+08  0.400000E+05  0.133864E-06  0.185118E-04  0.500000E+05 -0.296961E+10  0.000000E+00  0.127061E+03  0.999987E+00  0.101878E+01  0.959109E+00  0.997821E+00  0.100289E+01  0.192707E-04  0.135482E+04 -0.246605E-02  0.726672E+00  0.116747E+01 -0.866908E+00  0.115425E+01  0.795803E-04  0.209741E+04  0.441200E-02  0.137676E+00  0.212815E-01  0.121144E-01 -0.589459E-02  0.999901E+00  0.118446E+04  0.396052E+00  0.357721E+00  0.320929E+00  0.429437E+00  0.862181E+00  0.137924E+04  0.997194E+00  0.883979E+00  0.802701E+00  0.107410E+01  0.137819E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.167701E-05  0.333471E-01  0.333564E-01  0.000000E+00  0.000000E+00  0.237462E-05  0.273082E-04  0.218385E-03  0.151457E-03  0.100758E+01  0.926884E+00  0.100647E+01  0.100212E+01  0.100176E+01  0.921535E+00  0.103983E+01  0.956555E+00  0.000000E+00  0.000000E+00  0.154017E-03  0.345187E+02  0.146798E-03  0.181410E+02  0.703029E-09  0.157565E-03  0.610479E-04  0.136822E+02  0.144410E-10  0.323656E-05  0.199393E-05  0.463919E-04  0.730764E-05  0.550944E-04  0.111705E-05  0.259900E-04  0.108779E-02  0.253090E-01  0.531575E-09  0.123679E-07  0.166877E+01  0.216051E+01  0.670838E+00  0.135542E+04  0.106449E+03  0.208177E+03  0.988766E+03  0.995391E+03  0.170014E+04  0.995831E+00  0.272932E-02  0.314348E-03  0.176865E-06  0.207989E+03  0.993439E+03  0.639581E+03  0.655322E+03  0.682635E+03  0.652551E+03  0.683261E+03  0.108484E+03  0.217698E+03  0.215705E+03  0.413811E+03  0.736509E+03  0.624517E+03  0.649489E+03  0.107898E+03  0.217985E+03  0.215699E+03  0.888129E+02
