# RELIC DENSITY CALCULATED BY MICROMEGAS
#
BLOCK RDINFO   # Program information
     1   MicrOmegas # Dark matter package
     2   4.5.1      # Version number
#
BLOCK ABUNDANCE
   1   2.6831E+00   #  T_f[GeV]
   4   1.1977E-01   #  omega h^2
   3   1.4635E-26   #  vSigma
# contibutions to vSigma in percents
   6   1   1000022   1000022         5        -5   2.3587E+01   # ~o1 ~o1 -> b B                                    
   6   2   1000022   1000022         1        -1   1.3496E+01   # ~o1 ~o1 -> d D                                    
   6   3   1000022   1000022         3        -3   1.3496E+01   # ~o1 ~o1 -> s S                                    
   6   4   1000022   1000022         4        -4   1.0755E+01   # ~o1 ~o1 -> c C                                    
   6   5   1000022   1000022         2        -2   1.0442E+01   # ~o1 ~o1 -> u U                                    
   6   6   1000022   1000022        12       -12   5.1871E+00   # ~o1 ~o1 -> ne Ne                                  
   6   7   1000022   1000022        14       -14   5.1871E+00   # ~o1 ~o1 -> nm Nm                                  
   6   8   1000022   1000022        16       -16   5.1871E+00   # ~o1 ~o1 -> nl Nl                                  
   6   9   1000022   1000022        15       -15   4.6001E+00   # ~o1 ~o1 -> l L                                    
   6  10   1000022   1000022        11       -11   3.6311E+00   # ~o1 ~o1 -> e E                                    
   6  11   1000022   1000022        13       -13   3.6311E+00   # ~o1 ~o1 -> m M                                    
# contibutions to 1/Omega in percents
   7   1   1000022   1000022         5        -5   5.5641E+01   # ~o1 ~o1 -> b B                                    
   7   2   1000022   1000022        15       -15   6.8652E+00   # ~o1 ~o1 -> l L                                    
   7   3   1000022   1000022         4        -4   6.5220E+00   # ~o1 ~o1 -> c C                                    
   7   4   1000022   1000022         1        -1   5.8640E+00   # ~o1 ~o1 -> d D                                    
   7   5   1000022   1000022         3        -3   5.8640E+00   # ~o1 ~o1 -> s S                                    
   7   6   1000022   1000022        21        21   5.0141E+00   # ~o1 ~o1 -> G G                                    
   7   7   1000022   1000022         2        -2   4.5396E+00   # ~o1 ~o1 -> u U                                    
   7   8   1000022   1000022        12       -12   2.1772E+00   # ~o1 ~o1 -> ne Ne                                  
   7   9   1000022   1000022        14       -14   2.1772E+00   # ~o1 ~o1 -> nm Nm                                  
   7  10   1000022   1000022        16       -16   2.1772E+00   # ~o1 ~o1 -> nl Nl                                  
   7  11   1000022   1000022        11       -11   1.4994E+00   # ~o1 ~o1 -> e E                                    
   7  12   1000022   1000022        13       -13   1.4994E+00   # ~o1 ~o1 -> m M                                    
#
BLOCK LSP
   0   6.3981E+01   #  LSP mass
   1   2.2842E-01   #  bino
   2   1.3354E-01   #  wino
   3   3.4383E-01   #  higgsino2
   4   4.0431E-02   #  higgsino1
   5   9.0008E-01   #  singlino
#
BLOCK NDMCROSSSECT
   1   3.3215E-47   #  # csPsi [cm^2]
   2   1.9213E-47   #  # csNsi [cm^2]
   3   5.6726E-40   #  # csPsd [cm^2]
   4  -4.3291E-40   #  # csNsd [cm^2]
# Values used for sigma_piN,sigma_S (strange content of the proton)
#  3.40000000E+01 sigma_piN
#  4.20000000E+01 sigma_S
