  0.499793E+00  0.000000E+00  0.686787E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.842465E+01  0.933261E+02  0.121144E+03  0.257303E+04  0.257322E+04  0.359794E+01  0.120011E+03  0.237278E+03  0.396847E+03  0.416760E+03  0.233961E+03  0.411193E+03  0.918523E+03  0.110367E+04  0.102138E+04  0.101745E+04  0.200165E+03  0.209080E+03  0.190331E+03
  0.497083E+00  0.000000E+00  0.689370E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.147677E+02  0.929521E+02  0.121546E+03  0.257298E+04  0.257316E+04  0.354489E+01  0.120005E+03  0.237271E+03  0.396714E+03  0.416689E+03  0.233981E+03  0.411177E+03  0.918497E+03  0.110368E+04  0.102135E+04  0.101748E+04  0.200124E+03  0.209123E+03  0.190327E+03
  0.502874E+00  0.000000E+00  0.697420E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.161854E+02  0.915925E+02  0.123451E+03  0.257285E+04  0.257303E+04  0.355654E+01  0.120045E+03  0.237384E+03  0.396950E+03  0.416744E+03  0.234039E+03  0.411107E+03  0.918417E+03  0.110369E+04  0.102126E+04  0.101757E+04  0.199998E+03  0.209252E+03  0.190318E+03
  0.485303E+00  0.000000E+00  0.692093E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.249594E+02  0.923640E+02  0.121775E+03  0.257290E+04  0.257307E+04  0.338154E+01  0.119965E+03  0.237179E+03  0.396174E+03  0.416447E+03  0.234004E+03  0.411173E+03  0.918471E+03  0.110369E+04  0.102132E+04  0.101752E+04  0.200081E+03  0.209169E+03  0.190321E+03
  0.498831E+00  0.000000E+00  0.703338E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.229685E+02  0.901914E+02  0.124781E+03  0.257273E+04  0.257291E+04  0.346437E+01  0.120041E+03  0.237387E+03  0.396744E+03  0.416624E+03  0.234083E+03  0.411068E+03  0.918359E+03  0.110369E+04  0.102119E+04  0.101764E+04  0.199904E+03  0.209348E+03  0.190310E+03
  0.497977E+00  0.000000E+00  0.698863E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.209193E+02  0.912349E+02  0.123636E+03  0.257281E+04  0.257299E+04  0.348630E+01  0.120028E+03  0.237347E+03  0.396721E+03  0.416639E+03  0.234051E+03  0.411103E+03  0.918403E+03  0.110369E+04  0.102124E+04  0.101759E+04  0.199975E+03  0.209276E+03  0.190315E+03
  0.506423E+00  0.000000E+00  0.704510E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.186170E+02  0.899221E+02  0.125377E+03  0.257272E+04  0.257291E+04  0.354745E+01  0.120073E+03  0.237469E+03  0.397087E+03  0.416764E+03  0.234089E+03  0.411049E+03  0.918345E+03  0.110369E+04  0.102117E+04  0.101765E+04  0.199886E+03  0.209365E+03  0.190310E+03
  0.503973E+00  0.000000E+00  0.699517E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.168971E+02  0.911369E+02  0.124000E+03  0.257281E+04  0.257300E+04  0.355447E+01  0.120053E+03  0.237410E+03  0.396993E+03  0.416750E+03  0.234054E+03  0.411090E+03  0.918396E+03  0.110369E+04  0.102123E+04  0.101759E+04  0.199965E+03  0.209285E+03  0.190316E+03
  0.505355E+00  0.000000E+00  0.700743E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.166861E+02  0.908599E+02  0.124356E+03  0.257279E+04  0.257298E+04  0.356228E+01  0.120061E+03  0.237432E+03  0.397052E+03  0.416769E+03  0.234063E+03  0.411078E+03  0.918384E+03  0.110369E+04  0.102122E+04  0.101761E+04  0.199946E+03  0.209305E+03  0.190315E+03
  0.498047E+00  0.000000E+00  0.708568E+01  0.373538E+03  0.248401E+03  0.259611E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.259434E+04  0.863261E+02  0.150000E+04  0.100000E+04  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.260815E+02  0.888216E+02  0.126123E+03  0.257263E+04  0.257281E+04  0.341787E+01  0.120048E+03  0.237415E+03  0.396690E+03  0.416573E+03  0.234121E+03  0.411031E+03  0.918306E+03  0.110370E+04  0.102113E+04  0.101769E+04  0.199822E+03  0.209433E+03  0.190304E+03
