  200d0  300d0  0.432683d1
  200d0  310d0  0.586825d1
  200d0  320d0  0.858023d1
  200d0  330d0  0.628039d1
  200d0  340d0  0.448936d1
  200d0  350d0  0.580474d1
  200d0  360d0  0.849801d1
  200d0  370d0  0.483593d1
  200d0  380d0  0.281616d1
  200d0  390d0  0.293747d1
  200d0  400d0  0.159796d1
  200d0  410d0  0.100580d1
  200d0  420d0  0.867897d0
  200d0  430d0  0.852483d0
  200d0  440d0  0.857475d0
  200d0  450d0  0.113984d1
  200d0  460d0  0.112594d1
  200d0  470d0  0.127991d1
  200d0  480d0  0.134689d1
  200d0  490d0  0.112755d1
  200d0  500d0  0.110675d1
  200d0  510d0  0.942511d0
  200d0  520d0  0.933396d0
  200d0  530d0  0.988337d0
  200d0  540d0  0.107615d1
  200d0  550d0  0.879304d0
  200d0  560d0  0.995075d0
  200d0  570d0  0.167399d1
  200d0  580d0  0.966507d0
  200d0  590d0  0.107582d1
  200d0  600d0  0.985004d0
  200d0  610d0  0.100670d1
  200d0  620d0  0.131363d1
  200d0  630d0  0.911637d0
  200d0  640d0  0.983278d0
  200d0  650d0  0.849086d0
  200d0  660d0  0.796128d0
  200d0  670d0  0.685510d0
  200d0  680d0  0.670628d0
  200d0  690d0  0.555414d0
  200d0  700d0  0.529072d0
  200d0  710d0  0.640621d0
  200d0  720d0  0.607079d0
  200d0  730d0  0.580045d0
  200d0  740d0  0.512629d0
  200d0  750d0  0.554405d0
  200d0  760d0  0.425776d0
  200d0  770d0  0.511481d0
  200d0  780d0  0.473143d0
  200d0  790d0  0.399600d0
  200d0  800d0  0.332126d0
  210d0  310d0  0.344321d1
  210d0  320d0  0.535261d1
  210d0  330d0  0.658984d1
  210d0  340d0  0.444946d1
  210d0  350d0  0.417463d1
  210d0  360d0  0.387253d1
  210d0  370d0  0.595045d1
  210d0  380d0  0.427068d1
  210d0  390d0  0.252391d1
  210d0  400d0  0.226212d1
  210d0  410d0  0.177908d1
  210d0  420d0  0.114684d1
  210d0  430d0  0.148071d1
  210d0  440d0  0.116975d1
  210d0  450d0  0.854444d0
  210d0  460d0  0.129975d1
  210d0  470d0  0.117699d1
  210d0  480d0  0.130182d1
  210d0  490d0  0.138350d1
  210d0  500d0  0.122623d1
  210d0  510d0  0.110303d1
  210d0  520d0  0.774843d0
  210d0  530d0  0.958102d0
  210d0  540d0  0.941262d0
  210d0  550d0  0.783689d0
  210d0  560d0  0.842876d0
  210d0  570d0  0.687275d0
  210d0  580d0  0.868967d0
  210d0  590d0  0.809024d0
  210d0  600d0  0.788171d0
  210d0  610d0  0.736155d0
  210d0  620d0  0.646096d0
  210d0  630d0  0.965188d0
  210d0  640d0  0.706400d0
  210d0  650d0  0.711489d0
  210d0  660d0  0.620954d0
  210d0  670d0  0.701942d0
  210d0  680d0  0.689779d0
  210d0  690d0  0.929969d0
  210d0  700d0  0.819282d0
  210d0  710d0  0.544276d0
  210d0  720d0  0.701952d0
  210d0  730d0  0.849127d0
  210d0  740d0  0.608382d0
  210d0  750d0  0.606332d0
  210d0  760d0  0.640040d0
  210d0  770d0  0.544672d0
  210d0  780d0  0.559456d0
  210d0  790d0  0.548733d0
  210d0  800d0  0.531463d0
  220d0  320d0  0.176727d1
  220d0  330d0  0.522239d1
  220d0  340d0  0.892366d1
  220d0  350d0  0.639320d1
  220d0  360d0  0.319605d1
  220d0  370d0  0.407327d1
  220d0  380d0  0.519095d1
  220d0  390d0  0.334885d1
  220d0  400d0  0.176888d1
  220d0  410d0  0.154578d1
  220d0  420d0  0.119800d1
  220d0  430d0  0.113135d1
  220d0  440d0  0.877889d0
  220d0  450d0  0.866620d0
  220d0  460d0  0.808494d0
  220d0  470d0  0.124003d1
  220d0  480d0  0.102863d1
  220d0  490d0  0.141912d1
  220d0  500d0  0.154486d1
  220d0  510d0  0.157562d1
  220d0  520d0  0.148034d1
  220d0  530d0  0.135181d1
  220d0  540d0  0.124615d1
  220d0  550d0  0.158452d1
  220d0  560d0  0.114264d1
  220d0  570d0  0.879877d0
  220d0  580d0  0.733442d0
  220d0  590d0  0.688547d0
  220d0  600d0  0.612347d0
  220d0  610d0  0.638370d0
  220d0  620d0  0.695973d0
  220d0  630d0  0.536403d0
  220d0  640d0  0.712520d0
  220d0  650d0  0.529181d0
  220d0  660d0  0.436898d0
  220d0  670d0  0.414164d0
  220d0  680d0  0.537091d0
  220d0  690d0  0.492159d0
  220d0  700d0  0.454217d0
  220d0  710d0  0.375831d0
  220d0  720d0  0.373841d0
  220d0  730d0  0.444274d0
  220d0  740d0  0.554660d0
  220d0  750d0  0.478146d0
  220d0  760d0  0.485260d0
  220d0  770d0  0.446328d0
  220d0  780d0  0.541744d0
  220d0  790d0  0.457584d0
  220d0  800d0  0.446151d0
  230d0  330d0  0.145469d1
  230d0  340d0  0.357148d1
  230d0  350d0  0.611640d1
  230d0  360d0  0.358872d1
  230d0  370d0  0.282984d1
  230d0  380d0  0.298174d1
  230d0  390d0  0.433136d1
  230d0  400d0  0.245349d1
  230d0  410d0  0.161052d1
  230d0  420d0  0.166600d1
  230d0  430d0  0.113156d1
  230d0  440d0  0.954250d0
  230d0  450d0  0.648277d0
  230d0  460d0  0.751412d0
