  0.30000d2  0.13200d3  0.30782903d1
  0.30000d2  0.14344d3  0.16275210d1
  0.30000d2  0.15777d3  0.68369330d0
  0.30000d2  0.17352d3  0.26994630d0
  0.30000d2  0.19085d3  0.24760090d0
  0.30000d2  0.20990d3  0.12639440d0
  0.30000d2  0.23077d3  0.49938400d-1
  0.30000d2  0.29610d3  0.70951400d-1
  0.30000d2  0.33540d3  0.71563400d-1
  0.30000d2  0.37900d3  0.16015460d0
  0.30000d2  0.44263d3  0.23424370d0
  0.30000d2  0.51694d3  0.42341890d0
  0.30000d2  0.60921d3  0.58731240d0
  0.30000d2  0.71796d3  0.77911590d0
  0.30000d2  0.84611d3  0.87457900d0
  0.30000d2  0.99714d3  0.18431765d1
  0.34860d2  0.60921d3  0.33854060d0
  0.34860d2  0.71796d3  0.42496050d0
  0.34930d2  0.84611d3  0.58512930d0
  0.34930d2  0.99714d3  0.96251350d0
  0.36470d2  0.51694d3  0.13337390d0
  0.36630d2  0.37900d3  0.36715700d-1
  0.36640d2  0.44263d3  0.71121400d-1
  0.36790d2  0.29610d3  0.40944100d-1
  0.36790d2  0.33540d3  0.28483000d-1
  0.37100d2  0.23077d3  0.13592330d0
  0.37100d2  0.26140d3  0.46666700d-1
  0.37340d2  0.13200d3  0.21979265d1
  0.37340d2  0.14344d3  0.12616719d1
  0.37340d2  0.15777d3  0.72871760d0
  0.37340d2  0.17352d3  0.41600810d0
  0.37340d2  0.19085d3  0.22193850d0
  0.37340d2  0.20990d3  0.12444630d0
  0.40510d2  0.60921d3  0.13109140d0
  0.40510d2  0.71796d3  0.15927730d0
  0.40680d2  0.84611d3  0.33253800d0
  0.40680d2  0.99714d3  0.47064130d0
  0.44340d2  0.51694d3  0.33002800d-1
  0.44720d2  0.37900d3  0.28834200d-1
  0.44760d2  0.44263d3  0.22532900d-1
  0.45120d2  0.29610d3  0.34020200d-1
  0.45120d2  0.33540d3  0.43508700d-1
  0.45880d2  0.23077d3  0.91844100d-1
  0.45880d2  0.26140d3  0.76992000d-1
  0.46480d2  0.14344d3  0.22514289d1
  0.46480d2  0.15777d3  0.64948130d0
  0.46480d2  0.17352d3  0.29932640d0
  0.46480d2  0.19085d3  0.19841600d0
  0.46480d2  0.20990d3  0.16525910d0
  0.47080d2  0.60921d3  0.59975400d-1
  0.47080d2  0.71796d3  0.95262800d-1
  0.47370d2  0.84611d3  0.17741640d0
  0.47370d2  0.99714d3  0.20592140d0
  0.50000d2  0.20000d3  0.15661890d0
  0.50000d2  0.25000d3  0.89097200d-1
  0.50000d2  0.30000d3  0.43424800d-1
  0.50000d2  0.50000d3  0.37882700d-1
  0.50000d2  0.65000d3  0.71890900d-1
  0.50000d2  0.80000d3  0.95589100d-1
  0.50000d2  0.10000d4  0.14748100d0
  0.53900d2  0.51694d3  0.35668500d-1
  0.54590d2  0.37900d3  0.68928200d-1
  0.54670d2  0.44263d3  0.41127600d-1
  0.54710d2  0.60921d3  0.41143800d-1
  0.54710d2  0.71796d3  0.59188900d-1
  0.55330d2  0.29610d3  0.60815000d-1
  0.55330d2  0.33540d3  0.83034100d-1
  0.55160d2  0.84611d3  0.49641300d-1
  0.55160d2  0.99714d3  0.95363700d-1
  0.56730d2  0.23077d3  0.13859510d0
  0.56730d2  0.26140d3  0.10253510d0
  0.57710d2  0.20990d3  0.10481290d0
  0.57850d2  0.15777d3  0.53469660d0
  0.57850d2  0.17352d3  0.35250000d0
  0.57850d2  0.19085d3  0.12727880d0
  0.63580d2  0.60921d3  0.32309600d-1
  0.63580d2  0.71796d3  0.33035800d-1
  0.64240d2  0.84611d3  0.34889300d-1
  0.64240d2  0.99714d3  0.90299100d-1
  0.65520d2  0.51694d3  0.33770100d-1
  0.66490d2  0.44263d3  0.46728600d-1
  0.66570d2  0.37900d3  0.70155800d-1
  0.67540d2  0.33540d3  0.69451000d-1
  0.67650d2  0.29610d3  0.60385100d-1
  0.69660d2  0.26140d3  0.11409380d0
  0.69780d2  0.23077d3  0.77371200d-1
  0.71150d2  0.20990d3  0.12538120d0
  0.71280d2  0.19085d3  0.25912280d0
  0.72010d2  0.17352d3  0.13615910d0
  0.73890d2  0.71796d3  0.20519500d-1
  0.74800d2  0.84611d3  0.31780800d-1
  0.74800d2  0.99714d3  0.59260700d-1
  0.78520d2  0.51694d3  0.22687100d-1
  0.80030d2  0.44263d3  0.26089800d-1
  0.80990d2  0.37900d3  0.31732000d-1
  0.82140d2  0.33540d3  0.49235400d-1
  0.82400d2  0.29610d3  0.83310300d-1
