  130d0  230d0  0.211137d0
  130d0  240d0  0.167649d0
  130d0  250d0  0.168946d0
  130d0  260d0  0.995079d-1
  130d0  270d0  0.101198d0
  130d0  280d0  0.121211d0
  130d0  290d0  0.127173d0
  130d0  300d0  0.105915d0
  130d0  310d0  0.838061d-1
  130d0  320d0  0.121511d0
  130d0  330d0  0.108785d0
  130d0  340d0  0.137679d0
  130d0  350d0  0.103292d0
  130d0  360d0  0.135345d0
  130d0  370d0  0.167365d0
  130d0  380d0  0.120584d0
  130d0  390d0  0.110104d0
  130d0  400d0  0.779221d-1
  130d0  410d0  0.833869d-1
  130d0  420d0  0.731062d-1
  130d0  430d0  0.815742d-1
  130d0  440d0  0.836776d-1
  130d0  450d0  0.687140d-1
  130d0  460d0  0.512564d-1
  130d0  470d0  0.730019d-1
  130d0  480d0  0.699480d-1
  130d0  490d0  0.884983d-1
  130d0  500d0  0.765372d-1
  130d0  510d0  0.695277d-1
  130d0  520d0  0.535759d-1
  130d0  530d0  0.394552d-1
  130d0  540d0  0.340002d-1
  130d0  550d0  0.314522d-1
  130d0  560d0  0.232038d-1
  130d0  570d0  0.252953d-1
  130d0  580d0  0.248865d-1
  130d0  590d0  0.231019d-1
  130d0  600d0  0.255873d-1
  130d0  610d0  0.305713d-1
  130d0  620d0  0.344492d-1
  130d0  630d0  0.320526d-1
  130d0  640d0  0.328651d-1
  130d0  650d0  0.302935d-1
  130d0  660d0  0.323749d-1
  130d0  670d0  0.250426d-1
  130d0  680d0  0.262085d-1
  130d0  690d0  0.293736d-1
  130d0  700d0  0.229495d-1
  130d0  710d0  0.202706d-1
  130d0  720d0  0.200804d-1
  130d0  730d0  0.193231d-1
  130d0  740d0  0.145025d-1
  130d0  750d0  0.129790d-1
  130d0  760d0  0.137315d-1
  130d0  770d0  0.147195d-1
  130d0  780d0  0.123934d-1
  130d0  790d0  0.113220d-1
  130d0  800d0  0.113129d-1
  140d0  240d0  0.161224d0
  140d0  250d0  0.151522d0
  140d0  260d0  0.149919d0
  140d0  270d0  0.752516d-1
  140d0  280d0  0.889375d-1
  140d0  290d0  0.118376d0
  140d0  300d0  0.893234d-1
  140d0  310d0  0.860079d-1
  140d0  320d0  0.907967d-1
  140d0  330d0  0.119722d0
  140d0  340d0  0.106877d0
  140d0  350d0  0.131962d0
  140d0  360d0  0.147401d0
  140d0  370d0  0.138984d0
  140d0  380d0  0.148650d0
  140d0  390d0  0.143208d0
  140d0  400d0  0.143326d0
  140d0  410d0  0.955138d-1
  140d0  420d0  0.731640d-1
  140d0  430d0  0.885153d-1
  140d0  440d0  0.694848d-1
  140d0  450d0  0.718335d-1
  140d0  460d0  0.672921d-1
  140d0  470d0  0.424853d-1
  140d0  480d0  0.515767d-1
  140d0  490d0  0.698440d-1
  140d0  500d0  0.623065d-1
  140d0  510d0  0.842497d-1
  140d0  520d0  0.762132d-1
  140d0  530d0  0.754453d-1
  140d0  540d0  0.553847d-1
  140d0  550d0  0.410025d-1
  140d0  560d0  0.381320d-1
  140d0  570d0  0.302143d-1
  140d0  580d0  0.181563d-1
  140d0  590d0  0.231134d-1
  140d0  600d0  0.174662d-1
  140d0  610d0  0.208574d-1
  140d0  620d0  0.231213d-1
  140d0  630d0  0.240859d-1
  140d0  640d0  0.281504d-1
  140d0  650d0  0.292133d-1
  140d0  660d0  0.269490d-1
  140d0  670d0  0.272341d-1
  140d0  680d0  0.275033d-1
  140d0  690d0  0.253751d-1
  140d0  700d0  0.190019d-1
  140d0  710d0  0.213397d-1
  140d0  720d0  0.186852d-1
  140d0  730d0  0.168481d-1
  140d0  740d0  0.126811d-1
  140d0  750d0  0.110423d-1
  140d0  760d0  0.120121d-1
  140d0  770d0  0.101722d-1
  140d0  780d0  0.949751d-2
  140d0  790d0  0.101422d-1
  140d0  800d0  0.931311d-2
  150d0  250d0  0.165128d0
  150d0  260d0  0.126129d0
  150d0  270d0  0.149607d0
  150d0  280d0  0.677102d-1
  150d0  290d0  0.721841d-1
  150d0  300d0  0.821965d-1
  150d0  310d0  0.764913d-1
  150d0  320d0  0.707854d-1
  150d0  330d0  0.102733d0
  150d0  340d0  0.106383d0
  150d0  350d0  0.144975d0
  150d0  360d0  0.150054d0
  150d0  370d0  0.193355d0
  150d0  380d0  0.159942d0
  150d0  390d0  0.135348d0
  150d0  400d0  0.136815d0
  150d0  410d0  0.830709d-1
  150d0  420d0  0.973255d-1
  150d0  430d0  0.796775d-1
  150d0  440d0  0.644088d-1
  150d0  450d0  0.630256d-1
  150d0  460d0  0.558046d-1
  150d0  470d0  0.548829d-1
  150d0  480d0  0.486091d-1
  150d0  490d0  0.385974d-1
  150d0  500d0  0.464383d-1
  150d0  510d0  0.556018d-1
  150d0  520d0  0.539970d-1
  150d0  530d0  0.713893d-1
  150d0  540d0  0.530244d-1
  150d0  550d0  0.493912d-1
  150d0  560d0  0.333214d-1
  150d0  570d0  0.252756d-1
  150d0  580d0  0.244865d-1
  150d0  590d0  0.197072d-1
  150d0  600d0  0.160796d-1
  150d0  610d0  0.192719d-1
  150d0  620d0  0.192757d-1
  150d0  630d0  0.174098d-1
  150d0  640d0  0.166153d-1
  150d0  650d0  0.226596d-1
  150d0  660d0  0.269925d-1
  150d0  670d0  0.276040d-1
  150d0  680d0  0.294264d-1
  150d0  690d0  0.266484d-1
  150d0  700d0  0.231795d-1
  150d0  710d0  0.269039d-1
  150d0  720d0  0.291561d-1
  150d0  730d0  0.243306d-1
  150d0  740d0  0.253950d-1
  150d0  750d0  0.202906d-1
  150d0  760d0  0.187684d-1
  150d0  770d0  0.161892d-1
  150d0  780d0  0.159687d-1
  150d0  790d0  0.147233d-1
  150d0  800d0  0.115323d-1
  160d0  260d0  0.169111d0
  160d0  270d0  0.129202d0
  160d0  280d0  0.131617d0
  160d0  290d0  0.685619d-1
  160d0  300d0  0.832616d-1
  160d0  310d0  0.870071d-1
  160d0  320d0  0.711055d-1
  160d0  330d0  0.762412d-1
  160d0  340d0  0.111009d0
  160d0  350d0  0.983021d-1
  160d0  360d0  0.172689d0
  160d0  370d0  0.173322d0
  160d0  380d0  0.210747d0
  160d0  390d0  0.157406d0
  160d0  400d0  0.142758d0
  160d0  410d0  0.125311d0
  160d0  420d0  0.964649d-1
  160d0  430d0  0.937927d-1
  160d0  440d0  0.729500d-1
  160d0  450d0  0.625519d-1
  160d0  460d0  0.598084d-1
  160d0  470d0  0.475419d-1
  160d0  480d0  0.462520d-1
  160d0  490d0  0.425318d-1
  160d0  500d0  0.332078d-1
  160d0  510d0  0.369876d-1
  160d0  520d0  0.443344d-1
  160d0  530d0  0.479037d-1
  160d0  540d0  0.485766d-1
  160d0  550d0  0.470232d-1
  160d0  560d0  0.396986d-1
  160d0  570d0  0.360560d-1
  160d0  580d0  0.306203d-1
  160d0  590d0  0.233377d-1
  160d0  600d0  0.199369d-1
  160d0  610d0  0.173357d-1
  160d0  620d0  0.125788d-1
  160d0  630d0  0.127808d-1
  160d0  640d0  0.124599d-1
  160d0  650d0  0.114566d-1
  160d0  660d0  0.151385d-1
  160d0  670d0  0.159034d-1
  160d0  680d0  0.187280d-1
  160d0  690d0  0.250055d-1
  160d0  700d0  0.237579d-1
  160d0  710d0  0.217117d-1
  160d0  720d0  0.236103d-1
  160d0  730d0  0.204624d-1
  160d0  740d0  0.204192d-1
  160d0  750d0  0.166083d-1
  160d0  760d0  0.163689d-1
  160d0  770d0  0.174743d-1
  160d0  780d0  0.145298d-1
  160d0  790d0  0.155413d-1
  160d0  800d0  0.119453d-1
  170d0  270d0  0.110915d0
  170d0  280d0  0.120423d0
  170d0  290d0  0.159696d0
  170d0  300d0  0.770825d-1
  170d0  310d0  0.855183d-1
  170d0  320d0  0.100184d0
  170d0  330d0  0.857096d-1
  170d0  340d0  0.599349d-1
  170d0  350d0  0.862737d-1
  170d0  360d0  0.131114d0
  170d0  370d0  0.162850d0
  170d0  380d0  0.143429d0
  170d0  390d0  0.143282d0
