  0.499793E+00  0.000000E+00  0.686787E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.125655E+05 -0.120468E+06  0.620455E+02  0.970491E+00  0.122327E+03  0.284890E-01  0.818917E+01  0.998883E+00  0.256234E+04  0.347045E+01  0.635217E-02  0.502011E-01  0.938591E+00  0.119998E+03  0.971296E+00  0.192153E-01  0.837418E-02  0.237096E+03  0.817858E-02  0.136086E+00  0.105005E-01  0.233731E+03  0.843728E+03  0.102406E+04  0.918040E+03  0.200075E+03  0.190227E+03  0.177443E+02
  0.497083E+00  0.000000E+00  0.689370E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.195951E+05 -0.199647E+06  0.616990E+02  0.964128E+00  0.122602E+03  0.348628E-01  0.120868E+02  0.998895E+00  0.256239E+04  0.341513E+01  0.628413E-02  0.496929E-01  0.939217E+00  0.119993E+03  0.971355E+00  0.192369E-01  0.828965E-02  0.237089E+03  0.818170E-02  0.136198E+00  0.104004E-01  0.233751E+03  0.843728E+03  0.102406E+04  0.918027E+03  0.200034E+03  0.190224E+03  0.172116E+02
  0.485303E+00  0.000000E+00  0.692093E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.275333E+05 -0.482677E+06  0.623371E+02  0.957940E+00  0.122759E+03  0.410972E-01  0.220204E+02  0.998947E+00  0.256263E+04  0.324439E+01  0.599141E-02  0.475035E-01  0.941916E+00  0.119952E+03  0.971530E+00  0.193874E-01  0.792878E-02  0.236994E+03  0.826267E-02  0.136889E+00  0.994807E-02  0.233773E+03  0.843728E+03  0.102406E+04  0.918021E+03  0.199992E+03  0.190219E+03  0.180222E+02
  0.498446E+00  0.000000E+00  0.690578E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.227710E+05 -0.178703E+06  0.612057E+02  0.960786E+00  0.122785E+03  0.381985E-01  0.103146E+02  0.998889E+00  0.256235E+04  0.342335E+01  0.631868E-02  0.499494E-01  0.938900E+00  0.120001E+03  0.971349E+00  0.192092E-01  0.833132E-02  0.237111E+03  0.816010E-02  0.136080E+00  0.104571E-01  0.233761E+03  0.843728E+03  0.102406E+04  0.918023E+03  0.200015E+03  0.190222E+03  0.165760E+02
  0.495261E+00  0.000000E+00  0.691937E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.265628E+05 -0.259063E+06  0.612016E+02  0.957384E+00  0.122914E+03  0.416134E-01  0.141069E+02  0.998903E+00  0.256242E+04  0.337197E+01  0.623872E-02  0.493526E-01  0.939636E+00  0.119991E+03  0.971403E+00  0.192459E-01  0.823277E-02  0.237090E+03  0.817725E-02  0.136254E+00  0.103353E-01  0.233772E+03  0.843728E+03  0.102406E+04  0.918020E+03  0.199994E+03  0.190220E+03  0.167722E+02
  0.490128E+00  0.000000E+00  0.687353E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.143660E+05 -0.339237E+06  0.630090E+02  0.969875E+00  0.122239E+03  0.291437E-01  0.186299E+02  0.998926E+00  0.256254E+04  0.334110E+01  0.610983E-02  0.483939E-01  0.940821E+00  0.119961E+03  0.971426E+00  0.193502E-01  0.807680E-02  0.237005E+03  0.825872E-02  0.136696E+00  0.101233E-01  0.233735E+03  0.843728E+03  0.102406E+04  0.918038E+03  0.200067E+03  0.190225E+03  0.186378E+02
  0.494464E+00  0.000000E+00  0.690587E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.229790E+05 -0.266670E+06  0.616780E+02  0.961133E+00  0.122717E+03  0.378673E-01  0.149031E+02  0.998907E+00  0.256244E+04  0.337208E+01  0.621853E-02  0.492029E-01  0.939821E+00  0.119985E+03  0.971400E+00  0.192663E-01  0.820868E-02  0.237072E+03  0.819495E-02  0.136338E+00  0.103007E-01  0.233761E+03  0.843728E+03  0.102406E+04  0.918023E+03  0.200015E+03  0.190222E+03  0.172552E+02
  0.496444E+00  0.000000E+00  0.688688E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.177844E+05 -0.208637E+06  0.619538E+02  0.965962E+00  0.122505E+03  0.330311E-01  0.128326E+02  0.998898E+00  0.256240E+04  0.341216E+01  0.626794E-02  0.495727E-01  0.939366E+00  0.119989E+03  0.971357E+00  0.192506E-01  0.827016E-02  0.237077E+03  0.819277E-02  0.136257E+00  0.103735E-01  0.233746E+03  0.843728E+03  0.102406E+04  0.918030E+03  0.200045E+03  0.190224E+03  0.175311E+02
  0.485580E+00  0.000000E+00  0.690031E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.218741E+05 -0.461373E+06  0.628565E+02  0.963436E+00  0.122493E+03  0.355996E-01  0.218411E+02  0.998946E+00  0.256263E+04  0.326308E+01  0.599784E-02  0.475536E-01  0.941855E+00  0.119949E+03  0.971508E+00  0.193972E-01  0.793768E-02  0.236981E+03  0.827673E-02  0.136921E+00  0.995368E-02  0.233757E+03  0.843728E+03  0.102406E+04  0.918027E+03  0.200025E+03  0.190221E+03  0.183813E+02
  0.490722E+00  0.000000E+00  0.690330E+01  0.373538E+03  0.259611E+04  0.000000E+00  0.248401E+03  0.259434E+04  0.863261E+02 -0.224590E+05 -0.348045E+06  0.621866E+02  0.962168E+00  0.122619E+03  0.368481E-01  0.181666E+02  0.998923E+00  0.256252E+04  0.332618E+01  0.612509E-02  0.485054E-01  0.940682E+00  0.119970E+03  0.971446E+00  0.193217E-01  0.809412E-02  0.237033E+03  0.822967E-02  0.136585E+00  0.101539E-01  0.233759E+03  0.843728E+03  0.102406E+04  0.918025E+03  0.200020E+03  0.190222E+03  0.178079E+02
