txName: T1
conditionDescription: None
condition: None
constraint: [[['jet','jet']],[['jet','jet']]]
figureUrl: https://atlas.web.cern.ch/Atlas/GROUPS/PHYSICS/CONFNOTES/ATLAS-CONF-2013-047/fig_07a.pdf
validated: True
axes: 2*Eq(mother,x)_Eq(lsp,y)
publishedData: False
efficiencyMap: [[[[300.0*GeV, 289.0*GeV], [300.0*GeV, 289.0*GeV]], 0.0],
[[[300.0*GeV, 193.0*GeV], [300.0*GeV, 193.0*GeV]], 0.0],
[[[300.0*GeV, 97.0*GeV], [300.0*GeV, 97.0*GeV]], 0.00041362],
[[[300.0*GeV, 1.0*GeV], [300.0*GeV, 1.0*GeV]], 0.00054352],
[[[350.0*GeV, 339.0*GeV], [350.0*GeV, 339.0*GeV]], 0.0],
[[[350.0*GeV, 226.0*GeV], [350.0*GeV, 226.0*GeV]], 0.00049759],
[[[350.0*GeV, 113.0*GeV], [350.0*GeV, 113.0*GeV]], 0.0013584],
[[[350.0*GeV, 1.0*GeV], [350.0*GeV, 1.0*GeV]], 0.0018236],
[[[410.0*GeV, 399.0*GeV], [410.0*GeV, 399.0*GeV]], 0.0],
[[[410.0*GeV, 299.0*GeV], [410.0*GeV, 299.0*GeV]], 0.00082516],
[[[410.0*GeV, 199.0*GeV], [410.0*GeV, 199.0*GeV]], 0.0017346],
[[[410.0*GeV, 99.0*GeV], [410.0*GeV, 99.0*GeV]], 0.0047316],
[[[410.0*GeV, 1.0*GeV], [410.0*GeV, 1.0*GeV]], 0.0058302],
[[[480.0*GeV, 469.0*GeV], [480.0*GeV, 469.0*GeV]], 0.0],
[[[480.0*GeV, 352.0*GeV], [480.0*GeV, 352.0*GeV]], 0.0014821],
[[[480.0*GeV, 235.0*GeV], [480.0*GeV, 235.0*GeV]], 0.0047912],
[[[480.0*GeV, 118.0*GeV], [480.0*GeV, 118.0*GeV]], 0.012495],
[[[480.0*GeV, 1.0*GeV], [480.0*GeV, 1.0*GeV]], 0.016459],
[[[560.0*GeV, 549.0*GeV], [560.0*GeV, 549.0*GeV]], 0.00040678],
[[[560.0*GeV, 439.0*GeV], [560.0*GeV, 439.0*GeV]], 0.0020318],
[[[560.0*GeV, 329.0*GeV], [560.0*GeV, 329.0*GeV]], 0.0068254],
[[[560.0*GeV, 219.0*GeV], [560.0*GeV, 219.0*GeV]], 0.017014],
[[[560.0*GeV, 109.0*GeV], [560.0*GeV, 109.0*GeV]], 0.032885],
[[[560.0*GeV, 1.0*GeV], [560.0*GeV, 1.0*GeV]], 0.040379],
[[[650.0*GeV, 639.0*GeV], [650.0*GeV, 639.0*GeV]], 0.00044405],
[[[650.0*GeV, 511.0*GeV], [650.0*GeV, 511.0*GeV]], 0.0036019],
[[[650.0*GeV, 383.0*GeV], [650.0*GeV, 383.0*GeV]], 0.014036],
[[[650.0*GeV, 255.0*GeV], [650.0*GeV, 255.0*GeV]], 0.038342],
[[[650.0*GeV, 127.0*GeV], [650.0*GeV, 127.0*GeV]], 0.075192],
[[[650.0*GeV, 1.0*GeV], [650.0*GeV, 1.0*GeV]], 0.089198],
[[[750.0*GeV, 739.0*GeV], [750.0*GeV, 739.0*GeV]], 0.0006683],
[[[750.0*GeV, 616.0*GeV], [750.0*GeV, 616.0*GeV]], 0.0050239],
[[[750.0*GeV, 493.0*GeV], [750.0*GeV, 493.0*GeV]], 0.016565],
[[[750.0*GeV, 370.0*GeV], [750.0*GeV, 370.0*GeV]], 0.044707],
[[[750.0*GeV, 247.0*GeV], [750.0*GeV, 247.0*GeV]], 0.10099],
[[[750.0*GeV, 124.0*GeV], [750.0*GeV, 124.0*GeV]], 0.15274],
[[[750.0*GeV, 1.0*GeV], [750.0*GeV, 1.0*GeV]], 0.16036],
[[[860.0*GeV, 849.0*GeV], [860.0*GeV, 849.0*GeV]], 0.00082634],
[[[860.0*GeV, 707.0*GeV], [860.0*GeV, 707.0*GeV]], 0.0084795],
[[[860.0*GeV, 565.0*GeV], [860.0*GeV, 565.0*GeV]], 0.028083],
[[[860.0*GeV, 423.0*GeV], [860.0*GeV, 423.0*GeV]], 0.08454],
[[[860.0*GeV, 281.0*GeV], [860.0*GeV, 281.0*GeV]], 0.18173],
[[[860.0*GeV, 139.0*GeV], [860.0*GeV, 139.0*GeV]], 0.2255],
[[[860.0*GeV, 1.0*GeV], [860.0*GeV, 1.0*GeV]], 0.21809],
[[[980.0*GeV, 969.0*GeV], [980.0*GeV, 969.0*GeV]], 0.00096313],
[[[980.0*GeV, 830.0*GeV], [980.0*GeV, 830.0*GeV]], 0.0086829],
[[[980.0*GeV, 691.0*GeV], [980.0*GeV, 691.0*GeV]], 0.02952],
[[[980.0*GeV, 552.0*GeV], [980.0*GeV, 552.0*GeV]], 0.091029],
[[[980.0*GeV, 413.0*GeV], [980.0*GeV, 413.0*GeV]], 0.20575],
[[[980.0*GeV, 274.0*GeV], [980.0*GeV, 274.0*GeV]], 0.27275],
[[[980.0*GeV, 135.0*GeV], [980.0*GeV, 135.0*GeV]], 0.28237],
[[[980.0*GeV, 1.0*GeV], [980.0*GeV, 1.0*GeV]], 0.26607],
[[[1110.0*GeV, 1099.0*GeV], [1110.0*GeV, 1099.0*GeV]], 0.0012434],
[[[1110.0*GeV, 942.0*GeV], [1110.0*GeV, 942.0*GeV]], 0.011589],
[[[1110.0*GeV, 785.0*GeV], [1110.0*GeV, 785.0*GeV]], 0.042134],
[[[1110.0*GeV, 628.0*GeV], [1110.0*GeV, 628.0*GeV]], 0.14919],
[[[1110.0*GeV, 471.0*GeV], [1110.0*GeV, 471.0*GeV]], 0.28049],
[[[1110.0*GeV, 314.0*GeV], [1110.0*GeV, 314.0*GeV]], 0.32492],
[[[1110.0*GeV, 157.0*GeV], [1110.0*GeV, 157.0*GeV]], 0.31899],
[[[1110.0*GeV, 1.0*GeV], [1110.0*GeV, 1.0*GeV]], 0.29778],
[[[1250.0*GeV, 1239.0*GeV], [1250.0*GeV, 1239.0*GeV]], 0.0016232],
[[[1250.0*GeV, 1084.0*GeV], [1250.0*GeV, 1084.0*GeV]], 0.01341],
[[[1250.0*GeV, 929.0*GeV], [1250.0*GeV, 929.0*GeV]], 0.041838],
[[[1250.0*GeV, 774.0*GeV], [1250.0*GeV, 774.0*GeV]], 0.15333],
[[[1250.0*GeV, 619.0*GeV], [1250.0*GeV, 619.0*GeV]], 0.29748],
[[[1250.0*GeV, 464.0*GeV], [1250.0*GeV, 464.0*GeV]], 0.3544],
[[[1250.0*GeV, 309.0*GeV], [1250.0*GeV, 309.0*GeV]], 0.36153],
[[[1250.0*GeV, 154.0*GeV], [1250.0*GeV, 154.0*GeV]], 0.34099],
[[[1250.0*GeV, 1.0*GeV], [1250.0*GeV, 1.0*GeV]], 0.31631],
[[[1400.0*GeV, 1389.0*GeV], [1400.0*GeV, 1389.0*GeV]], 0.0022025],
[[[1400.0*GeV, 1215.0*GeV], [1400.0*GeV, 1215.0*GeV]], 0.01622],
[[[1400.0*GeV, 1041.0*GeV], [1400.0*GeV, 1041.0*GeV]], 0.060292],
[[[1400.0*GeV, 867.0*GeV], [1400.0*GeV, 867.0*GeV]], 0.22705],
[[[1400.0*GeV, 693.0*GeV], [1400.0*GeV, 693.0*GeV]], 0.3548],
[[[1400.0*GeV, 519.0*GeV], [1400.0*GeV, 519.0*GeV]], 0.38883],
[[[1400.0*GeV, 345.0*GeV], [1400.0*GeV, 345.0*GeV]], 0.37972],
[[[1400.0*GeV, 171.0*GeV], [1400.0*GeV, 171.0*GeV]], 0.35638],
[[[1400.0*GeV, 1.0*GeV], [1400.0*GeV, 1.0*GeV]], 0.32834],
[[[1560.0*GeV, 1549.0*GeV], [1560.0*GeV, 1549.0*GeV]], 0.0018735],
[[[1560.0*GeV, 1377.0*GeV], [1560.0*GeV, 1377.0*GeV]], 0.016659],
