	65.0	65.0	65.0	91.4789
	66.0	66.0	66.0	73.2502
	67.0	67.0	67.0	54.2095
	68.0	68.0	68.0	51.2191
	69.0	69.0	69.0	64.3575
	70.0	70.0	70.0	78.4272
	71.0	71.0	71.0	64.8201
	72.0	72.0	72.0	43.5056
	73.0	73.0	73.0	36.9134
	74.0	74.0	74.0	43.1751
	75.0	75.0	75.0	54.9408
	76.0	76.0	76.0	75.9094
	77.0	77.0	77.0	83.4279
	78.0	78.0	78.0	92.7915
	79.0	79.0	79.0	92.715
	80.0	80.0	80.0	84.2076
	81.0	81.0	81.0	66.6058
	82.0	82.0	82.0	47.0137
	83.0	83.0	83.0	40.5431
	84.0	84.0	84.0	37.4131
	85.0	85.0	85.0	34.2153
	86.0	86.0	86.0	33.0443
	87.0	87.0	87.0	29.6153
	88.0	88.0	88.0	28.802
	89.0	89.0	89.0	38.082
	90.0	90.0	90.0	59.2755
	91.0	91.0	91.0	69.0879
	92.0	92.0	92.0	59.8507
	93.0	93.0	93.0	49.6532
	94.0	94.0	94.0	45.9924
	95.0	95.0	95.0	47.9052
	96.0	96.0	96.0	48.7478
	97.0	97.0	97.0	45.7301
	98.0	98.0	98.0	37.2303
	99.0	99.0	99.0	31.208
	100.0	100.0	100.0	29.8502
	101.0	101.0	101.0	33.3745
	102.0	102.0	102.0	38.8596
	103.0	103.0	103.0	46.6634
	104.0	104.0	104.0	50.9947
	105.0	105.0	105.0	46.8736
	106.0	106.0	106.0	35.9473
	107.0	107.0	107.0	27.6434
	108.0	108.0	108.0	25.2322
	109.0	109.0	109.0	26.5545
	110.0	110.0	110.0	26.6393
	110.5	110.5	110.5	29.7862
	111.0	111.0	111.0	28.4675
	111.5	111.5	111.5	25.2995
	112.0	112.0	112.0	27.7696
	112.5	112.5	112.5	31.3284
	113.0	113.0	113.0	30.528
	113.5	113.5	113.5	28.8941
	114.0	114.0	114.0	29.5721
	114.5	114.5	114.5	28.8386
	115.0	115.0	115.0	28.4714
	115.5	115.5	115.5	29.7471
	116.0	116.0	116.0	27.3213
	116.5	116.5	116.5	30.161
	117.0	117.0	117.0	26.1455
	117.5	117.5	117.5	20.3986
	118.0	118.0	118.0	17.9316
	118.5	118.5	118.5	16.9397
	119.0	119.0	119.0	16.5658
	119.5	119.5	119.5	17.3108
	120.0	120.0	120.0	18.279
	120.5	120.5	120.5	19.3616
	121.0	121.0	121.0	20.3198
	121.5	121.5	121.5	21.1558
	122.0	122.0	122.0	20.7181
