        1     0.127077143E+05     0.270001132E+05     0.106406299E+01     0.116794031E+05     0.208398830E+01     0.747378534E+03     0.351501312E+03     0.372137055E+05     0.313425462E+05     0.104057865E+04     0.208914682E+05     0.277071780E+05     0.852288247E+05     0.739618445E+03     0.194613741E+01
        2     0.197386445E+04     0.414160271E+04     0.777788196E+03     0.620092377E+05     0.592919105E+05     0.788819737E+05     0.509399915E+02     0.196116521E+01     0.654890240E+04     0.228571541E+05     0.101122901E+05     0.429289221E+05     0.137007594E+05     0.106160796E+02     0.417574096E+05
        3     0.653491625E+04     0.282507721E+03     0.993883292E+02     0.418130573E+05     0.111869786E+03     0.287613759E+02     0.179841426E+05     0.725310212E+05     0.178106088E-01     0.984698973E-03     0.574337045E+02     0.136365251E+00     0.155055184E+05     0.437955059E+05     0.488258530E+01
        4     0.343423487E+05     0.266592643E+05     0.205828562E+05     0.132552290E+03     0.751600147E+05     0.811075500E+03     0.348165510E+04     0.424010378E+04     0.234820731E+05     0.822933750E+05     0.299344328E+03     0.485925071E+02     0.245200445E+02     0.471862478E+03     0.321410450E+05
        5     0.101951074E+05     0.871379863E+00     0.712735876E+04     0.268004116E+05     0.381047906E+05     0.857696630E-02     0.512251918E+04     0.666254028E+03     0.226982684E-01     0.764180726E+03     0.269709001E+03     0.300171913E-03     0.951100047E+04     0.141566474E+05     0.904828652E+05
        6     0.221918640E+05     0.309282838E+00     0.941348597E-04     0.374966449E+05     0.157289981E-03     0.282509532E+05     0.116747244E+05     0.187558419E+03     0.642044180E+05     0.366933309E+05     0.295489215E+04     0.240232313E+03     0.122579651E+05     0.107077581E+03     0.204540416E+04
        7     0.350011761E+02     0.628663738E+04     0.874344805E+05     0.264304894E+02     0.269851738E+02     0.441394938E+02     0.817745305E+02     0.774547771E+05     0.443046027E+04     0.393569075E+05     0.180415486E+05     0.487912117E-09     0.502664463E+05     0.998414728E+03     0.132997570E+04
        8     0.496750905E+01     0.125103330E+01     0.128298703E+05     0.391334866E+04     0.417732045E+03     0.668323928E+04     0.389017913E+04     0.158598816E+05     0.191411018E+03     0.478935546E+05     0.850478410E+05     0.522651181E+05     0.270354864E-07     0.657221303E+03     0.735159717E+02
        9     0.935500914E+05     0.212922122E+02     0.326977938E+02     0.279981625E+04     0.973748248E+04     0.112344821E+03     0.716148192E+02     0.446983751E+04     0.239196637E+04     0.199446463E+03     0.115118638E+04     0.114791889E+05     0.157383590E+04     0.387170628E+05     0.318061946E+05
       10     0.234235127E+00     0.243041336E+04     0.157533105E+05     0.119792287E+04     0.265203201E+05     0.101977316E+05     0.105804075E+03     0.567281377E-01     0.255722950E+05     0.861358882E+04     0.226797028E+05     0.477969045E+05     0.103234356E+04     0.201428912E+01     0.917370739E+05
