        1     0.849448601E-03     0.996812047E+03     0.159377926E+05     0.370166483E+01     0.417658871E+05     0.667469287E+04
        2     0.264434468E+01     0.826348507E+03     0.590222372E+03     0.475056911E+04     0.693718976E+05     0.225729232E+03
        3     0.438508506E+03     0.600294009E+04     0.114422256E+05     0.143623901E+02     0.166350072E+04     0.964707965E+03
        4     0.111405951E+04     0.449610260E+05     0.282141557E+05     0.360759637E+02     0.153185952E+04     0.168666386E+05
        5     0.921695271E+05     0.146946607E+05     0.305785962E+02     0.939782201E+05     0.231958833E-04     0.288088235E+04
        6     0.118257566E+04     0.817830057E+03     0.824045145E+02     0.461744649E+05     0.209165422E+05     0.172608666E+03
        7     0.519080915E+01     0.313571447E+05     0.410701453E+04     0.159267380E+02     0.348699613E+05     0.115938202E+04
        8     0.290099529E+04     0.225362982E+05     0.465481131E+04     0.150994220E+05     0.703719745E+05     0.736665058E+04
        9     0.789903428E-03     0.196687020E+02     0.123774935E+05     0.104861624E+00     0.224405427E+05     0.307229873E-02
       10     0.594362797E+05     0.186365420E-03     0.278518811E+04     0.365248603E+00     0.316260036E+02     0.149257212E+04
       11     0.126381664E+02     0.234953165E+05     0.206797469E+03     0.134210962E+05     0.948909475E+04     0.514813637E-08
       12     0.248427351E+02     0.226655923E-05     0.614463040E+04     0.158061393E+05     0.865055772E+05     0.214059716E+05
       13     0.338796252E+02     0.840121888E+05     0.498131261E+05     0.287433819E+04     0.181537911E+03     0.444733808E-02
       14     0.996152198E+05     0.776621920E+03     0.190126332E-01     0.629167074E+05     0.627850582E+05     0.154835257E+04
       15     0.192918155E+05     0.164659699E-10     0.187079256E+04     0.378340118E+05     0.342631017E+04     0.343768739E+05
       16     0.131664065E+04     0.565770954E+05     0.343610748E+03     0.160559377E+04     0.232418357E+03     0.179136556E+01
       17     0.403745439E+03     0.558966333E+04     0.781724243E+04     0.227963107E+01     0.355922649E+03     0.422340358E+05
       18     0.444057143E+04     0.141412565E+03     0.521762070E+04     0.118278623E+05     0.271770910E+04     0.164736015E+03
       19     0.190888652E+05     0.999137223E+00     0.146896551E+00     0.888785964E+04     0.157904562E+05     0.782397731E+02
       20     0.834689296E+02     0.314948823E+04     0.254040475E+03     0.115465843E+04     0.113822056E+02     0.113940804E+05
       21     0.126736855E+05     0.306503949E+02     0.316830781E+05     0.974422101E+05     0.419556863E+05     0.222524993E+02
       22     0.831869039E+05     0.938399123E+03     0.346918890E+03     0.158980426E+05     0.508936261E+01     0.419821572E+05
       23     0.498558492E+04     0.138869975E+02     0.235427482E+01     0.502108460E+03     0.845047211E+03     0.238946924E+04
       24     0.169259009E+05     0.147015791E+04     0.393763231E+04     0.428022098E+04     0.346227473E+05     0.130134958E+04
       25     0.104122797E+04     0.245179468E+05     0.893074323E+05     0.430673105E+05     0.166318218E+05     0.651798755E+02
       26     0.166013392E+01     0.320857584E+04     0.956938546E+02     0.374244595E+05     0.133090896E+01     0.991692142E-01
       27     0.450812562E+04     0.413958840E+05     0.143755065E+00     0.102131027E+02     0.295157598E+05     0.119118348E+05
       28     0.794079911E+05     0.128493425E-01     0.646819192E+02     0.445154642E+04     0.868343373E+05     0.988217954E+04
       29     0.745137172E+03     0.153254877E+02     0.699020199E+01     0.103931882E+04     0.429446970E+00     0.424668100E+05
       30     0.200513197E+04     0.203323580E+05     0.543968292E+03     0.795815195E+05     0.308975485E+05     0.476115873E+04
       31     0.454637696E+03     0.280002896E+03     0.809682613E+05     0.436427810E+04     0.336155900E-01     0.729799845E+04
       32     0.235359946E-02     0.108681257E+03     0.311989956E+05     0.664792592E+05     0.578400266E+01     0.428995136E+04
       33     0.133654538E+02     0.438914576E+05     0.708707076E+04     0.594840143E+04     0.126925426E+05     0.734988790E+04
       34     0.200336995E+05     0.306838548E+02     0.807395558E+02     0.103955169E+00     0.124149843E+03     0.218927800E+02
       35     0.194314615E+04     0.601199654E+01     0.713798909E-02     0.218157586E+00     0.331671130E+05     0.499694052E+05
       36     0.112303886E+05     0.768456499E+05     0.446965237E+05     0.122558306E+00     0.725221906E+02     0.155537468E+05
       37     0.622387368E+00     0.446839742E+03     0.167650371E+03     0.475155139E+03     0.966769859E+01     0.646925385E+05
       38     0.212703815E+05     0.342739509E+05     0.847793314E+05     0.271447407E+04     0.252353519E+05     0.970334658E+05
       39     0.680531445E+05     0.244530496E+03     0.211481720E+02     0.321290630E+05     0.144331685E-03     0.113976265E+02
       40     0.269035283E+05     0.476485376E+04     0.155911633E+01     0.117039065E+05     0.733408303E+05     0.853875373E+01
       41     0.215044718E+05     0.737294820E+03     0.128539266E+04     0.878670825E+05     0.819579593E+05     0.141834210E+04
       42     0.504399955E+01     0.103120764E+05     0.383565658E+05     0.241924835E+03     0.138985727E+05     0.118711727E+04
       43     0.535303767E+04     0.180786621E-01     0.875141943E+05     0.140206752E+05     0.363932686E+03     0.345993195E+05
       44     0.426994634E+04     0.288968738E+02     0.159997092E+04     0.297223879E+05     0.843686925E+04     0.571574567E+04
       45     0.150612016E+01     0.922995694E+05     0.534731802E+00     0.150116219E-01     0.436738483E+02     0.170840089E+05
       46     0.645828910E+04     0.221200622E+02     0.484350330E+01     0.908168808E+01     0.116859317E+04     0.971448651E+04
       47     0.185477405E+04     0.543613305E+03     0.136308862E+04     0.791542727E+05     0.855720682E-01     0.939579817E+04
       48     0.130216955E+04     0.504386050E+04     0.429054579E+00     0.314613464E+04     0.164797502E+05     0.139675929E+05
       49     0.358337427E+05     0.109664559E+04     0.131066018E+05     0.654179664E+03     0.112285061E+03     0.163208514E+05
       50     0.167842754E+03     0.586842890E+04     0.638114583E+04     0.367147843E+05     0.253924184E+03     0.157192151E+01
