        1     0.469545721E+03     0.123276642E+05     0.258827954E+03     0.256498911E+04     0.124332176E+05     0.492058620E+01     0.503681183E+03     0.596826406E+05     0.545594995E+05     0.440423096E-06     0.893637741E+05     0.380087834E+04     0.218240468E+00     0.521877725E+04     0.699281331E+04
        2     0.232577936E+04     0.900710376E+05     0.722110553E+05     0.208355113E+05     0.316348026E+03     0.110709715E+04     0.215055351E+05     0.123730971E+04     0.942397172E+01     0.569575293E+03     0.319370023E+02     0.745050237E+05     0.116712438E+04     0.140537302E+03     0.595520444E+05
        3     0.241382079E+05     0.232358494E+03     0.198001343E+05     0.243196750E+05     0.390419005E+04     0.593246860E+01     0.399610992E+04     0.700735405E+04     0.436638080E+04     0.168864748E+05     0.162172387E+04     0.106141073E+02     0.234894405E-02     0.331038732E+04     0.412895614E+03
        4     0.262610482E+05     0.634704319E+05     0.460488657E+03     0.127588028E+05     0.729951113E+04     0.119295591E-04     0.280116899E+05     0.358901548E+03     0.932490339E+05     0.279492286E+05     0.240450749E+00     0.830702201E+05     0.632248144E+04     0.683579911E+02     0.188948453E+04
        5     0.941678596E+05     0.104988621E+04     0.350809904E+05     0.864114007E+02     0.142009024E+05     0.609783332E+05     0.440926520E+04     0.322936978E-03     0.123612074E+04     0.366732232E+05     0.741715657E+03     0.214429352E+05     0.213606142E+01     0.585686327E+05     0.327513798E+05
        6     0.424910852E-01     0.173917278E+05     0.920989105E+05     0.502053804E+04     0.514150891E+01     0.342064201E+05     0.127462088E+05     0.138519722E+04     0.359061852E+03     0.447964033E+04     0.924241620E+05     0.876893307E+02     0.383506678E+05     0.194841463E+04     0.121501435E+05
        7     0.161273841E+05     0.103322227E+02     0.524786174E+05     0.567730486E+03     0.191667081E-01     0.249203605E+05     0.684202183E+04     0.271777674E+05     0.283116074E+05     0.151436313E-02     0.288959162E+05     0.112434087E+05     0.197745803E+05     0.615711126E+01     0.455883490E+04
        8     0.425898215E+05     0.183606387E-07     0.386275175E+05     0.830286580E+00     0.533697260E+02     0.206787805E+05     0.369676902E+02     0.890436123E+05     0.235424089E+05     0.215561391E+03     0.165026695E+05     0.435632244E+04     0.499619025E+04     0.434395521E+01     0.163646524E+05
        9     0.634891308E+01     0.973170855E+03     0.189118807E+01     0.219151737E+02     0.928345495E-01     0.297184703E-05     0.872899540E+02     0.433505784E+00     0.224496516E+04     0.862814828E+04     0.379252244E+04     0.751440078E+05     0.151138897E+05     0.616019514E+05     0.374766887E+05
       10     0.114697913E+03     0.459310085E+04     0.329914611E+05     0.281539497E+04     0.114790043E+05     0.652339414E+00     0.461629182E+00     0.803102502E+04     0.396910064E+05     0.820062226E+04     0.876077553E+03     0.178108068E+05     0.556345243E+04     0.101631916E+02     0.681105092E+05
