        1     0.491814641E+02     0.205691350E+05     0.134667564E+05     0.592212619E+05     0.690570402E+05     0.324160527E+04     0.418672739E+01     0.105581487E+04     0.129990762E+05     0.865448446E+03     0.706135943E+01     0.122456551E+03
        2     0.211907972E+04     0.472982524E+04     0.456313159E+01     0.171043323E+05     0.337506637E+05     0.343542596E+03     0.253038603E+05     0.364464458E+01     0.705538003E+03     0.114238026E+03     0.432904776E+05     0.186819203E+05
        3     0.113971217E+05     0.223033630E+03     0.618572533E+02     0.395618529E+05     0.880850478E+05     0.870392360E+05     0.501535931E+05     0.218687053E+00     0.312130088E+02     0.803468911E+05     0.204711295E+05     0.968267333E+05
        4     0.517351914E+05     0.355794426E+02     0.812367643E+05     0.418872724E+03     0.203324497E+05     0.173213391E+05     0.961302251E+00     0.190272946E+04     0.372219710E+03     0.111715577E+05     0.183388499E-02     0.308578433E+05
        5     0.125043633E+04     0.955621942E+05     0.943206560E+05     0.795239708E+02     0.859964869E+05     0.507408268E+02     0.344817096E+05     0.879964431E+05     0.285718967E+04     0.859877178E+05     0.853599003E+05     0.256707517E+05
        6     0.148209367E+02     0.651390993E+03     0.870897730E+04     0.251445543E+05     0.115279763E+04     0.298875144E+04     0.906269953E+04     0.323023447E+02     0.214188796E+03     0.624233156E+05     0.783461028E+02     0.216156969E+05
        7     0.166186476E+01     0.226818170E+04     0.795510565E+04     0.968781509E+05     0.498056351E+04     0.163275187E+04     0.403636399E+04     0.115120387E+02     0.880995405E-01     0.202041879E+05     0.264100439E+03     0.499946111E-05
        8     0.117371141E+05     0.294851960E+04     0.119984863E-06     0.844290267E+04     0.598960699E+05     0.121784335E+04     0.828550632E+05     0.931685312E+02     0.575106419E+02     0.107465353E+04     0.123532322E+01     0.981920992E+04
        9     0.190813477E+05     0.107656167E+01     0.106489034E+02     0.235639208E+01     0.790024277E+02     0.453465659E+05     0.370435139E+05     0.251955893E-01     0.431415057E+05     0.327269195E+01     0.110308275E+05     0.248695156E+03
       10     0.230325903E+04     0.175399209E+05     0.709574263E+04     0.199781016E+05     0.456458943E+05     0.192509173E+05     0.355893666E+05     0.222396710E+01     0.359557888E+05     0.965633071E+05     0.658925193E+04     0.990845058E+05
       11     0.568659941E+05     0.453033976E+00     0.203203197E+05     0.295360999E+04     0.169899196E+05     0.308019598E+03     0.121690280E+03     0.819503091E+05     0.374184524E+04     0.221366955E+05     0.257071504E+04     0.622837998E+05
       12     0.219595532E+05     0.440913517E-06     0.659637088E+05     0.159894323E+02     0.588103983E+05     0.215057443E+05     0.404767006E+05     0.506434060E+02     0.380502365E+04     0.316770421E+05     0.769890699E+04     0.385652751E+05
       13     0.323925443E+04     0.593783569E+05     0.411470333E+00     0.921325146E+02     0.143748813E+05     0.990525890E+05     0.405390459E+02     0.345893885E+00     0.791428011E+03     0.168736945E+04     0.312993726E+04     0.274843478E+02
       14     0.366304537E+03     0.228423361E+02     0.571408902E+05     0.470618638E+05     0.716084079E+05     0.686796667E+05     0.221477401E+00     0.361915758E+02     0.996962965E+05     0.221210979E-02     0.272722824E+05     0.149790264E+05
       15     0.274600134E+05     0.107438101E+03     0.445667533E+03     0.380626228E+04     0.117756740E+03     0.114880551E+04     0.708716759E+04     0.244997361E+05     0.595041430E+00     0.434691878E-04     0.113465813E+03     0.247512651E+00
       16     0.521326303E+04     0.250543925E+00     0.132440363E+04     0.235651401E+03     0.383708984E+05     0.290616553E+05     0.617355433E+05     0.491544028E+03     0.962093982E+04     0.806622202E+04     0.321126863E+04     0.967507799E+05
       17     0.246110465E+05     0.503611989E+03     0.102844082E+04     0.706400273E+04     0.508743342E+04     0.546779531E+05     0.798884392E+05     0.749054854E+05     0.151997221E+03     0.342535957E+05     0.671567461E+04     0.687714766E+04
       18     0.462226690E+03     0.132358731E+05     0.177520827E+05     0.217217997E+04     0.691185627E+05     0.219782769E+05     0.795152691E+04     0.315770108E+03     0.296377972E+04     0.126034295E+04     0.663179227E+05     0.738076879E+04
       19     0.144864737E+05     0.936015053E+04     0.304679811E+04     0.584088482E+02     0.102354125E+04     0.592950690E+05     0.306646130E+03     0.485155471E+05     0.429567623E+05     0.624050943E+04     0.580068267E+05     0.125233791E+04
       20     0.635009237E+04     0.443495271E+02     0.333906341E+04     0.820904482E+04     0.618845329E+04     0.109585242E+02     0.761831663E+05     0.373854174E+05     0.679457281E+05     0.379164283E+03     0.576366596E+05     0.315332966E+05
