        1     0.246058335E+05     0.789211271E+05     0.102899868E+01     0.815198863E+04     0.706021960E+00     0.212205890E+00     0.192215818E+05     0.213083689E+05     0.916787206E+02     0.581797714E+05     0.240104741E+05     0.171356748E+04     0.123562143E+05     0.761031035E+05     0.392780738E+02     0.777692765E+01     0.175616701E+05     0.586015084E+04     0.223961494E-01     0.143784935E+05     0.212362184E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
        2     0.448195991E+03     0.385110438E+05     0.117265892E+05     0.699224431E+05     0.192877224E+03     0.825187310E+04     0.487600501E+04     0.106555294E+02     0.100048519E+04     0.218603484E+04     0.396864215E+03     0.440568193E+05     0.173305145E+02     0.132803845E+03     0.105389952E+05     0.771658028E+03     0.479855102E+04     0.116149447E+03     0.813995020E+05     0.101887003E+05     0.162913073E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00
        3     0.149951425E+02     0.657266578E+01     0.243182903E+05     0.154555493E+05     0.155030348E+04     0.991416756E+04     0.271023037E+03     0.200155590E+04     0.527039563E+02     0.214782260E+05     0.283442458E+03     0.265153131E+04     0.240754990E+05     0.257267538E+04     0.879928484E+04     0.970388386E+03     0.156111655E+05     0.939798082E+05     0.151823488E+03     0.200913433E+04     0.154524247E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
        4     0.303086416E+04     0.197626196E+04     0.152041207E+04     0.100811937E+04     0.482865471E+05     0.254341768E-01     0.867664501E+04     0.204447844E+05     0.137163167E+04     0.450760744E+00     0.105157849E+05     0.217921951E+05     0.217442147E+05     0.198979950E+05     0.506451580E+05     0.478326942E+05     0.805282351E+04     0.277116631E+03     0.174758517E+04     0.490268675E-01     0.656353715E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
        5     0.386130300E+03     0.992565404E+01     0.334719665E-04     0.145492415E+05     0.429662512E+04     0.107800220E+03     0.145383237E+04     0.296564078E+05     0.559750129E+05     0.189302424E+04     0.467814994E+02     0.142362992E+03     0.686789165E+05     0.364342381E+03     0.555337302E+05     0.176929233E+04     0.317058368E+04     0.377084508E+04     0.203328020E+02     0.748531353E+05     0.906363694E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
        6     0.962328945E+05     0.342172834E+01     0.963853586E+03     0.176077281E+03     0.169608417E+03     0.915615550E+04     0.896703246E+05     0.671627455E+05     0.382691255E+05     0.785535807E+05     0.933357245E+05     0.448216476E+03     0.849172703E+02     0.306328077E+05     0.279286573E+03     0.125517710E+04     0.509845560E+03     0.612436789E+03     0.118422734E+02     0.344749090E+04     0.965760010E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
        7     0.242725043E+05     0.147887502E-01     0.154986968E+05     0.551818252E+04     0.579078621E+04     0.730499241E+05     0.161481156E+05     0.667857683E-01     0.189138953E+05     0.514696463E+05     0.502310795E+05     0.187968706E+04     0.605747898E-04     0.483935589E+03     0.102843872E+05     0.190486784E+03     0.281995753E+04     0.566397057E+02     0.698874773E+01     0.100591402E+03     0.801021539E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
        8     0.147135902E+05     0.658759493E+03     0.846556470E+00     0.132742159E+04     0.416835269E+05     0.717001538E+02     0.744044425E+04     0.314976328E+01     0.367258099E+01     0.177365575E+04     0.950866143E+05     0.745272109E+05     0.751636195E+05     0.254833762E+04     0.425342179E+03     0.127401349E+02     0.821479743E+05     0.165393780E+00     0.403387150E+05     0.264551130E+05     0.108597400E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00
        9     0.192436010E+04     0.150898469E+02     0.804637357E+05     0.162908327E+05     0.540556708E+03     0.113329978E+05     0.196789126E+02     0.386278925E+03     0.666754169E+04     0.167538298E+04     0.232325909E+05     0.360285537E-04     0.158931789E+04     0.147547728E+03     0.160657287E+03     0.699942910E-01     0.557113023E+04     0.328609911E+05     0.413338494E+01     0.313538312E+04     0.954546133E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
       10     0.363669157E+04     0.748471786E+00     0.163200845E+04     0.192013706E+05     0.117723506E+05     0.336171858E+05     0.196601129E+03     0.605858368E+05     0.145092126E+04     0.916857944E-01     0.260060097E+05     0.257686956E+05     0.756714781E+03     0.566141029E+05     0.178321866E+05     0.116529097E+03     0.406669654E+05     0.909705814E+02     0.253864415E+04     0.557668129E+03     0.611325307E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
       11     0.533569234E+04     0.595515956E+04     0.561826379E+05     0.436676681E+03     0.917794263E+04     0.923178196E+01     0.226484855E+02     0.220122106E+05     0.238114557E+02     0.823820813E+03     0.946353699E+05     0.813915321E+01     0.131047487E+05     0.230958170E+03     0.801175372E+04     0.638084279E+05     0.477471055E-01     0.690667700E+05     0.680255934E+05     0.141188318E+05     0.765781936E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00
       12     0.290505566E+05     0.865053021E+01     0.222782652E+03     0.393239014E+05     0.202448112E+04     0.600077375E+04     0.110757036E+02     0.570320292E+05     0.288227480E+03     0.661245056E+05     0.906492627E+04     0.228089755E+04     0.257348456E+02     0.106257297E+05     0.862180060E+01     0.322848424E+05     0.641997348E+05     0.758279252E+04     0.102712694E+05     0.862627525E+05     0.681465517E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
       13     0.118618550E+02     0.354619105E+03     0.216123100E+02     0.118779557E+05     0.767896444E-01     0.412867564E+04     0.103399254E+04     0.843118646E-04     0.743840297E+05     0.117891142E+00     0.580413017E+05     0.884426389E+05     0.942759664E+02     0.398683289E+05     0.228854104E+04     0.108854315E+05     0.243963187E+05     0.469062187E-01     0.124096217E+05     0.560739267E+00     0.800946866E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00
       14     0.285718273E+04     0.246673300E+04     0.707031535E+03     0.931707651E+03     0.566871788E+01     0.720446481E+04     0.255105076E+01     0.354072123E+04     0.456288612E+02     0.922184936E+04     0.123123228E-02     0.345066894E+05     0.148498359E+04     0.464095526E+03     0.189600591E+01     0.835873178E+04     0.297281917E+05     0.569100647E+03     0.332791991E+02     0.254108843E+04     0.366659332E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00
       15     0.328794452E+05     0.208010632E+04     0.215454990E+05     0.128955544E+04     0.247469973E+03     0.537702511E+03     0.258902122E+04     0.231027333E+04     0.557307690E+04     0.323317582E+02     0.675509014E+05     0.341016624E+05     0.824141379E+05     0.276386020E-09     0.833277427E+02     0.968754197E+05     0.239454283E+05     0.150684122E+04     0.406504077E+04     0.118533884E+05     0.324315151E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00
       16     0.664383584E+05     0.150697852E+05     0.799427687E+02     0.215743720E+03     0.512531336E-01     0.825903660E+04     0.956690091E+05     0.532869350E+05     0.959062019E+04     0.715699500E+05     0.356010781E+03     0.127028161E-03     0.120486843E+05     0.100915704E+01     0.428317187E+03     0.276595623E+00     0.217377880E+05     0.730293761E+04     0.199602049E-01     0.158181341E+02     0.342214444E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
       17     0.772848544E-04     0.118809877E+02     0.679699271E+05     0.227479269E+05     0.797802040E+04     0.413075698E+05     0.674177511E+03     0.225996606E+05     0.937022596E+01     0.420454674E+04     0.998202426E+00     0.392018756E+05     0.651966913E+04     0.222871915E+05     0.762767953E+03     0.256042323E+03     0.754017338E+03     0.378972282E+05     0.165174905E+05     0.367471624E-04     0.124396614E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00
       18     0.477148901E+03     0.136972345E+02     0.233551075E+03     0.171558521E+04     0.130145344E+05     0.104317191E+00     0.124946784E+05     0.386980528E+05     0.291238230E+04     0.176339764E+05     0.146426126E+02     0.226036049E-03     0.146433775E+03     0.523274795E+02     0.138692353E+04     0.103995193E+03     0.159319323E+04     0.157784471E+01     0.718554911E+02     0.771524813E+00     0.836792703E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00
       19     0.786707534E-01     0.998249744E+05     0.272718381E+04     0.165386857E+05     0.231122527E+05     0.150075298E+04     0.584529844E+05     0.695836032E+04     0.107503183E-01     0.104631628E+05     0.720724294E+02     0.252611949E+05     0.479770581E+04     0.373658094E+02     0.135224414E+05     0.214804656E+03     0.225250011E-08     0.632907950E+04     0.101128668E+05     0.375046270E+05     0.155663947E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
       20     0.510680382E+05     0.796418019E+04     0.179731244E+05     0.208691153E+05     0.785997088E+04     0.170546677E+05     0.319240397E+04     0.146779079E+05     0.117838348E+05     0.655637761E+05     0.275779770E+05     0.121744827E+05     0.333412719E+00     0.279293460E+04     0.395231916E+04     0.200646309E+01     0.106520039E+01     0.736058061E+02     0.970475185E+05     0.496652586E+03     0.194083109E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       21     0.855816649E+05     0.405140625E+03     0.767447090E+02     0.200569987E+05     0.204808419E-05     0.127678439E+04     0.635188602E+00     0.410272949E+05     0.653997003E+05     0.102626840E+04     0.874834747E+05     0.333955953E+05     0.140848054E+05     0.109244141E+02     0.252058605E+04     0.123339644E+05     0.108177313E+05     0.324873514E+04     0.189395788E+03     0.462721520E-02     0.410683534E+01     0.000000000E+00     0.000000000E+00     0.000000000E+00
       22     0.720926844E+05     0.128035499E+05     0.155732535E+05     0.478222210E+05     0.799180089E+04     0.541495061E+03     0.602124028E+05     0.235165502E+05     0.111391528E+05     0.438934878E+03     0.206677547E+04     0.165186644E+01     0.514337089E+05     0.956284858E+05     0.127296797E+01     0.149471439E+04     0.918111982E+05     0.219103139E+05     0.488502507E-02     0.164614956E+04     0.119597539E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00
       23     0.170663233E+04     0.221424682E+03     0.254815966E+05     0.165618820E+02     0.159809344E+05     0.374734654E+03     0.818756869E+02     0.547635820E+04     0.270720605E+05     0.701510313E+01     0.550839947E+04     0.711360818E+04     0.228632813E+01     0.154800420E+05     0.921402960E+04     0.697789815E+03     0.622136741E+01     0.235514663E+04     0.409879765E+04     0.305680327E+05     0.175220103E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
       24     0.233142626E+02     0.816050205E+03     0.185435933E+04     0.636775102E+03     0.713775417E+04     0.520443364E+01     0.989912040E+05     0.155313925E+01     0.816246262E+05     0.564612842E+05     0.442665277E+05     0.119922346E+04     0.709307002E+03     0.649806288E+02     0.918047870E+04     0.306485655E+03     0.745112496E+04     0.610341684E+04     0.929111763E+05     0.308268270E+05     0.416192888E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00
       25     0.462624944E+03     0.937160402E+02     0.203678312E+05     0.371960714E+03     0.369145159E-01     0.277351173E+04     0.201890159E+04     0.100197419E+05     0.184007228E+04     0.166302891E+05     0.595639833E+04     0.528785422E+05     0.124709780E+00     0.263667754E+03     0.145467556E+01     0.947218822E+03     0.771603882E+03     0.244433335E+04     0.699322032E+05     0.374364069E+03     0.636333859E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
       26     0.632587275E+00     0.871357675E+03     0.443983292E+00     0.360935307E+03     0.467762664E+05     0.701616774E+05     0.667961625E+05     0.482790902E+05     0.212071902E+02     0.992313287E+05     0.479771106E+04     0.775743502E+05     0.452415194E+05     0.468406471E+03     0.873424868E+04     0.560607389E+05     0.182685253E+02     0.468579524E+03     0.150501296E+05     0.310502184E+03     0.169696246E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00
       27     0.397544129E+05     0.260050154E+05     0.141388241E+04     0.963249705E-02     0.980156804E+03     0.286981050E+05     0.472575841E+05     0.521199806E+05     0.972731417E+04     0.193332955E+04     0.248987270E+04     0.502228403E+03     0.242601113E+05     0.200021646E+02     0.102695797E+04     0.857677430E+03     0.306046191E+05     0.567162855E+05     0.626485562E-02     0.569511952E+00     0.818777241E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
       28     0.756847177E+04     0.137142360E+05     0.146731732E+04     0.149556915E+05     0.602947349E+04     0.110478919E+05     0.265456051E+03     0.689759861E+05     0.734715512E-02     0.557040515E+02     0.688918869E+03     0.187844340E-01     0.118864250E+05     0.803440239E-01     0.528845133E+03     0.296624100E+03     0.218012133E+04     0.258760826E+04     0.345607812E+05     0.668478626E+05     0.252532261E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00
       29     0.114525143E+05     0.702537547E+01     0.949360849E+05     0.902254375E+05     0.351919856E+05     0.472924960E+03     0.396962951E-03     0.427460073E+03     0.848968335E+05     0.202536170E+05     0.967043194E+04     0.161769875E+02     0.286352987E+05     0.493960779E+05     0.135902893E+01     0.147396038E+03     0.461419714E+03     0.318942821E+05     0.325091654E+04     0.133539900E+05     0.102000300E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
