        1     0.840804983E+05     0.995718499E+05     0.894582552E-01
        2     0.426240988E+05     0.130712118E+05     0.728209369E+01
        3     0.323525353E+05     0.287538299E+05     0.216490995E+03
        4     0.157135765E+05     0.108963245E+05     0.298155391E+02
        5     0.127218296E+05     0.309319788E+05     0.227441570E+02
        6     0.413505463E+01     0.106822309E+05     0.110867873E+00
        7     0.591870893E+00     0.515011857E+04     0.501675049E+04
        8     0.853555412E+04     0.787949677E+01     0.112154182E+05
        9     0.100574700E+05     0.309386609E+02     0.370606926E+02
       10     0.400122266E+03     0.288246297E-02     0.325571973E+04
       11     0.114944791E+03     0.133176639E+02     0.490159193E-01
       12     0.137834758E+05     0.165628163E+05     0.820955195E+01
       13     0.220989739E+05     0.385449833E+01     0.471536065E+04
       14     0.540993015E+02     0.573271566E+00     0.182334958E+05
       15     0.959782888E+05     0.182945698E+05     0.795582156E+04
       16     0.322847579E+05     0.159138523E+05     0.292083923E+04
       17     0.101849433E+03     0.624284194E+04     0.845752833E+04
       18     0.525142298E+05     0.941522219E-01     0.188430125E+01
       19     0.231490664E+01     0.985185331E+05     0.446146078E+04
       20     0.242121904E+03     0.221498638E+05     0.541357830E+05
       21     0.143183661E+04     0.193460865E+03     0.394778314E+05
       22     0.577630784E+05     0.420448686E+05     0.274126256E+04
       23     0.234915000E+05     0.625534245E+04     0.294103361E+05
       24     0.647873043E+03     0.205237499E+05     0.228445194E+05
       25     0.122303722E-01     0.576186219E+03     0.421844759E+01
       26     0.978301901E+05     0.248717997E+05     0.114919726E+03
       27     0.182258520E+05     0.134895326E+03     0.179644209E+05
       28     0.778516292E+02     0.705265682E+05     0.221587354E+05
       29     0.112740503E+01     0.219678142E+05     0.502461483E+05
       30     0.325240286E+04     0.323699843E+03     0.147988013E+05
       31     0.103840235E+00     0.993832586E+03     0.106018866E+05
       32     0.808491792E+03     0.573206834E+05     0.133752082E+05
       33     0.615814240E+05     0.416118029E+05     0.253196868E+02
       34     0.350678605E+04     0.334116350E+04     0.782693396E+05
       35     0.747791291E+05     0.822021252E+05     0.714568076E+03
       36     0.469465042E-05     0.646428491E+05     0.425903454E+02
       37     0.112709976E+05     0.117477642E+03     0.285316016E+05
       38     0.898371662E+04     0.174833674E+05     0.859259179E+04
       39     0.177612423E+05     0.213836622E+04     0.986730878E+05
       40     0.350614124E+00     0.154833521E+05     0.276285674E+04
       41     0.869572223E+03     0.569104803E+05     0.244391922E+05
       42     0.474258270E+04     0.281208392E+05     0.214267356E+04
       43     0.185336725E+02     0.479391697E+04     0.528214632E+00
       44     0.109645244E+00     0.469876955E+05     0.151489290E+05
       45     0.154422514E+05     0.142278968E+03     0.243715810E+05
       46     0.172913940E+05     0.639482718E+00     0.514047843E+04
       47     0.288144750E+01     0.418090667E+05     0.786382947E+03
       48     0.411631430E+03     0.523377759E-21     0.281531280E+05
       49     0.874159327E+05     0.183596356E+03     0.855462185E-06
       50     0.679938671E+04     0.112971683E+03     0.963419679E+01
