        1     0.359121437E+03     0.220433357E+03     0.292971468E+03     0.566824675E+07     0.978660226E+07     0.558594465E+07
        2     0.300598533E+03     0.630794191E+02     0.199267294E+03     0.746536374E+07     0.356858253E+07     0.216147900E+06
        3     0.254121430E+03     0.316026020E+02     0.291887577E+03     0.242439926E+07     0.489629507E+06     0.392164409E+07
        4     0.692223215E+02     0.122772624E+03     0.946590185E+01     0.418999910E+07     0.694440782E+07     0.292765856E+07
        5     0.131884925E+03     0.240209692E+03     0.802504277E+02     0.998663664E+07     0.780853689E+07     0.466498554E+07
        6     0.191656086E+03     0.264881036E+03     0.275156901E+03     0.145793796E+07     0.195283115E+07     0.193091452E+07
        7     0.254397783E+03     0.652770281E+02     0.101597958E+03     0.672086775E+07     0.807715595E+07     0.238562882E+07
        8     0.279660029E+03     0.350846007E+03     0.345793777E+03     0.537883520E+07     0.869115591E+06     0.753227770E+07
        9     0.129650238E+03     0.132786813E+03     0.476794410E+02     0.112876356E+07     0.430846870E+07     0.798376560E+07
       10     0.273258691E+03     0.194547336E+03     0.182742827E+03     0.254218221E+07     0.534343719E+07     0.495513678E+07
       11     0.348409016E+03     0.148555176E+03     0.344253674E+03     0.878558815E+07     0.988332152E+07     0.853013515E+07
       12     0.191523371E+03     0.354222801E+03     0.130122972E+03     0.384696662E+07     0.884193242E+07     0.914396763E+07
       13     0.925115347E+02     0.226365395E+03     0.123767788E+03     0.687285483E+07     0.249182165E+07     0.296958387E+07
       14     0.315145612E+03     0.844053411E+02     0.114983919E+03     0.569178581E+07     0.183917999E+07     0.524420679E+07
       15     0.273901284E+03     0.287864671E+03     0.269283292E+03     0.334895849E+06     0.906625926E+07     0.166854441E+07
       16     0.240328825E+03     0.264436541E+03     0.273647461E+03     0.500424385E+07     0.299710810E+07     0.431244910E+07
       17     0.327599881E+03     0.342525473E+03     0.298625221E+03     0.756253004E+06     0.327841938E+07     0.832284093E+06
       18     0.466485500E+01     0.222470741E+03     0.334847295E+03     0.419631839E+07     0.639569402E+07     0.572246611E+07
       19     0.637661076E+02     0.343390796E+03     0.562414598E+02     0.940354645E+07     0.405244172E+07     0.188089371E+07
       20     0.275659461E+03     0.125689387E+03     0.879825926E+02     0.644290268E+07     0.363880992E+07     0.530668974E+07
       21     0.211792159E+03     0.294052699E+03     0.303883767E+02     0.735995471E+07     0.248396337E+07     0.979393721E+07
       22     0.258293960E+03     0.240806901E+03     0.478003550E+02     0.123912692E+06     0.742719293E+07     0.790629983E+07
       23     0.206866357E+03     0.708280420E+02     0.888724208E+02     0.458959460E+07     0.210097015E+07     0.221905589E+07
       24     0.177006376E+03     0.150135813E+03     0.118462958E+03     0.199332058E+07     0.319741488E+07     0.197169960E+07
       25     0.317054980E+03     0.356665370E+03     0.163841965E+03     0.601627946E+07     0.247849941E+07     0.880712867E+07
       26     0.287715111E+03     0.131743412E+03     0.106633451E+03     0.919171453E+07     0.556103587E+07     0.119709134E+07
       27     0.199729042E+03     0.258986399E+03     0.256722336E+03     0.987533391E+07     0.562531888E+07     0.216679573E+07
       28     0.221969233E+03     0.359691525E+03     0.311461115E+02     0.394297779E+07     0.272796631E+07     0.754624486E+07
       29     0.317486815E+03     0.118143582E+02     0.440341687E+02     0.525894463E+07     0.444320619E+07     0.669210076E+07
       30     0.155098050E+03     0.220864677E+03     0.737450624E+02     0.217062950E+07     0.333171487E+07     0.951427519E+07
       31     0.315869422E+03     0.205080199E+02     0.406122065E+02     0.952879786E+06     0.258056521E+06     0.443171799E+07
       32     0.348073740E+03     0.964831352E+01     0.176865077E+03     0.515890539E+07     0.498236179E+07     0.273453712E+07
       33     0.103728726E+03     0.467154980E+00     0.171748924E+02     0.707745731E+07     0.306470871E+07     0.369016230E+07
       34     0.252851393E+03     0.166717680E+03     0.116189454E+03     0.254008651E+07     0.993952096E+07     0.820043087E+06
       35     0.212154450E+03     0.330374207E+03     0.201592040E+03     0.856024027E+06     0.986953497E+07     0.622408986E+06
       36     0.592982769E+01     0.348689039E+03     0.327786369E+03     0.899407268E+06     0.339638352E+07     0.971446931E+07
       37     0.239227960E+03     0.185164690E+02     0.120494249E+03     0.728735745E+07     0.967133820E+07     0.663468838E+07
       38     0.112411809E+03     0.928637838E+02     0.343681870E+03     0.723123074E+07     0.536544204E+07     0.532137752E+07
       39     0.190507393E+03     0.285711114E+03     0.273486807E+03     0.765581250E+07     0.538580060E+07     0.824008107E+07
       40     0.357740571E+03     0.312668924E+03     0.233856633E+03     0.869394779E+07     0.513229787E+07     0.446486175E+07
       41     0.342850492E+03     0.219822264E+02     0.178503027E+03     0.756445229E+07     0.836441517E+06     0.648441315E+07
       42     0.338712981E+03     0.155634620E+03     0.287202680E+03     0.525631309E+06     0.218452573E+07     0.321402073E+07
       43     0.175055337E+02     0.313091490E+03     0.291855497E+03     0.747189462E+07     0.162654996E+07     0.628417730E+05
       44     0.347270858E+03     0.269701610E+03     0.746450186E+01     0.161195338E+07     0.858300745E+07     0.583932459E+07
       45     0.896729422E+02     0.248865094E+03     0.175232406E+03     0.446310759E+07     0.127603233E+07     0.291452706E+07
       46     0.129929445E+03     0.306335435E+03     0.202712860E+03     0.497661054E+07     0.800946712E+07     0.782032311E+07
       47     0.745133758E+02     0.158486323E+03     0.273318064E+03     0.314005554E+07     0.674190700E+07     0.123662949E+07
       48     0.493710995E+02     0.344557900E+03     0.769540572E+02     0.227657318E+07     0.216467679E+07     0.836497962E+07
       49     0.112580638E+03     0.904921532E+02     0.183651066E+02     0.958792090E+07     0.935568690E+07     0.219405055E+07
       50     0.158394871E+03     0.385854864E+02     0.788518167E+02     0.834377170E+07     0.628769517E+07     0.793670475E+07
