        1     0.218240468E+00     0.521877725E+04     0.699281331E+04
        2     0.116712438E+04     0.140537302E+03     0.595520444E+05
        3     0.234894405E-02     0.331038732E+04     0.412895614E+03
        4     0.632248144E+04     0.683579911E+02     0.188948453E+04
        5     0.213606142E+01     0.585686327E+05     0.327513798E+05
        6     0.383506678E+05     0.194841463E+04     0.121501435E+05
        7     0.197745803E+05     0.615711126E+01     0.455883490E+04
        8     0.499619025E+04     0.434395521E+01     0.163646524E+05
        9     0.151138897E+05     0.616019514E+05     0.374766887E+05
       10     0.556345243E+04     0.101631916E+02     0.681105092E+05
       11     0.416142611E+03     0.927279520E+01     0.261593463E+00
       12     0.937264037E+02     0.104788983E+05     0.260322281E-02
       13     0.192110593E+02     0.332313803E+05     0.927841501E+05
       14     0.135856804E-07     0.612341362E+04     0.731388482E+02
       15     0.235124408E+05     0.654312071E+04     0.402286891E+03
       16     0.381612665E+05     0.151156233E+03     0.369362497E+04
       17     0.220251890E+02     0.162406237E+05     0.271861233E+03
       18     0.526748765E+05     0.138458526E+04     0.543044797E+04
       19     0.266626588E-02     0.909745223E+03     0.165436876E+05
       20     0.748871572E+05     0.162873801E+03     0.249911787E+04
       21     0.270040611E+04     0.877359816E+03     0.834899559E+03
       22     0.511889175E+05     0.203659742E+04     0.281252324E+02
       23     0.382439916E+03     0.240307840E-05     0.471282180E+04
       24     0.265374746E+00     0.108527696E+00     0.137770873E+02
       25     0.251264200E+03     0.165436745E+02     0.612825078E+05
       26     0.504517427E-04     0.226761565E+03     0.566907565E+03
       27     0.189062129E+05     0.869151765E-01     0.834654654E+03
       28     0.314151686E+03     0.289376822E-01     0.195893858E+00
       29     0.167431753E+05     0.147506633E+05     0.258572046E+04
       30     0.928716921E+02     0.242976420E+05     0.345455284E+04
       31     0.152539203E+05     0.146526022E+05     0.389942291E+05
       32     0.178037173E+05     0.145882574E+05     0.425518200E+05
       33     0.205472265E+00     0.288583378E+05     0.181028637E+04
       34     0.342736492E+04     0.804717289E+03     0.964958024E+05
       35     0.511964329E-01     0.902868832E+05     0.313616011E+04
       36     0.599089263E+05     0.116929376E+04     0.365037486E+05
       37     0.188741262E+00     0.451687247E+04     0.874264025E-01
       38     0.107390271E+00     0.914036821E+02     0.381520284E+05
       39     0.692757343E+03     0.719741938E+05     0.575856957E+04
       40     0.204555544E+04     0.180694801E+05     0.826379355E+03
       41     0.291590863E+04     0.314034472E-01     0.255189161E+03
       42     0.285555075E+05     0.109298772E+05     0.105946426E+00
       43     0.954727904E+00     0.276423431E+04     0.441597994E+05
       44     0.128615708E+05     0.128361226E-02     0.153634151E+02
       45     0.176421936E+03     0.420482095E+03     0.247330760E+02
       46     0.930151462E+02     0.475859552E+05     0.519068242E+03
       47     0.682710191E+04     0.263618968E+05     0.315834491E+05
       48     0.400693355E+05     0.298441415E+05     0.774959372E+03
       49     0.258044866E-02     0.184981121E+05     0.690054173E+05
       50     0.304062791E+02     0.319625590E+04     0.180516495E+02
