        1     0.234044258E+05     0.111675505E+03     0.255816225E+04     0.669332331E+03     0.507256110E+04     0.762744408E+04
        2     0.413635061E+04     0.905464327E+04     0.127041785E+01     0.130523909E+05     0.226787902E+04     0.874173676E+04
        3     0.914032051E+03     0.146225554E+05     0.633912960E+04     0.160752872E+01     0.293614621E+03     0.200776796E+05
        4     0.548577911E+01     0.456792114E+00     0.768347391E+05     0.613630711E+01     0.177876205E+05     0.425529980E+04
        5     0.187567184E+02     0.302325524E+02     0.282740454E+02     0.505264465E+05     0.110768263E+03     0.379311820E+02
        6     0.804767623E+03     0.989921734E+04     0.189095960E-01     0.168480183E+05     0.115194264E+01     0.675240254E+01
        7     0.208644893E+04     0.270683747E+04     0.185397151E+05     0.127846873E+03     0.445466951E+04     0.599821905E+05
        8     0.161132036E+05     0.623693669E+05     0.129936005E+05     0.782036533E+04     0.366737399E+02     0.525615827E+05
        9     0.921514258E+01     0.961528383E+03     0.132049434E-02     0.107870464E+04     0.917473621E+02     0.291022489E+02
       10     0.616971491E+04     0.134124428E+04     0.268246477E+05     0.958629284E+05     0.135924979E+04     0.828110250E+03
       11     0.315065052E+05     0.301369218E+01     0.863203607E+05     0.310128793E+00     0.339633282E+04     0.273778058E+04
       12     0.293540885E+04     0.338019283E+05     0.879061085E+05     0.226653065E+01     0.352462233E+05     0.123041580E+04
       13     0.415470952E+04     0.188444628E+02     0.641839841E+03     0.621324822E+04     0.891663037E+04     0.540449150E+00
       14     0.799942601E+03     0.781233375E+03     0.105785902E+05     0.344917568E+04     0.114883563E-04     0.348606632E+04
       15     0.856165054E-03     0.103633824E+04     0.110429102E+04     0.214871811E-02     0.237785800E+05     0.284606670E+05
       16     0.307015183E+02     0.948971534E+05     0.160474224E+01     0.240864328E+05     0.141955199E+03     0.636640699E+04
       17     0.102774417E+03     0.195743458E+05     0.754268409E+05     0.568143688E+05     0.126083821E+05     0.225287405E+01
       18     0.595494852E+05     0.684568527E+00     0.682840719E+04     0.109518910E+03     0.146832635E+05     0.664841609E+05
       19     0.834151351E+04     0.896047476E+01     0.121571441E+05     0.235612274E+04     0.857436855E+05     0.797718158E+05
       20     0.398373335E+03     0.141742899E+05     0.445024931E+05     0.206578949E-01     0.108427630E+05     0.228160798E+01
       21     0.104632863E+04     0.189788592E-10     0.111667686E+01     0.295963057E+05     0.816197056E+02     0.251878462E+03
       22     0.236851703E+02     0.929321867E+03     0.626608057E+00     0.695090004E+03     0.930207051E+05     0.683969313E+04
       23     0.376448400E-02     0.156138375E+01     0.179461782E-03     0.176388623E+05     0.356184919E+04     0.864229396E+05
       24     0.802395920E+02     0.647895340E+04     0.218234962E+04     0.491570069E+04     0.148837898E+05     0.372468288E+05
       25     0.257189110E+04     0.423328896E+05     0.156548088E+05     0.445452995E+00     0.141440745E+03     0.408434416E+05
       26     0.121054990E+02     0.285328583E+05     0.460723273E+05     0.351871910E+05     0.466061507E+05     0.101638557E+01
       27     0.224707749E+04     0.283484496E+02     0.139872830E+05     0.970054526E+05     0.156111785E+04     0.166870081E+02
       28     0.157069645E+04     0.721823722E+05     0.261594020E+01     0.104596468E+05     0.460029643E+05     0.530675200E+03
       29     0.240755846E+04     0.239966482E+04     0.427080780E+05     0.579369484E+03     0.148828361E+03     0.615806120E+03
       30     0.772738545E+03     0.183623750E+03     0.159060341E-01     0.650596226E+05     0.175070203E+04     0.178664040E+02
       31     0.447625518E+05     0.113382457E+04     0.163867225E+04     0.249941168E+02     0.622333112E+03     0.183775795E+04
       32     0.834085751E+05     0.780546586E+04     0.907451768E+01     0.567887139E-03     0.300944217E+05     0.212231822E+03
       33     0.104940720E+02     0.678580920E+05     0.347417522E+05     0.120234789E+01     0.185046970E+01     0.257318718E+04
       34     0.201634471E+04     0.363173657E+03     0.889396375E+05     0.951413293E+05     0.187477946E+04     0.459700569E+04
       35     0.369551149E+02     0.620948196E+02     0.436882827E+02     0.197265059E+03     0.919958108E+02     0.441105140E+02
       36     0.902621780E+03     0.330226780E+01     0.502650111E+03     0.104026957E+04     0.310112090E+05     0.458557514E+05
       37     0.383195976E+05     0.279014184E+04     0.385079962E+04     0.800915670E+02     0.257297193E+04     0.822305737E+02
       38     0.664493612E+04     0.117002428E+05     0.333500857E+05     0.109359442E+05     0.157645991E+05     0.388547888E+03
