        1     0.767284071E+04     0.133050901E+04     0.327561048E+03
        2     0.906671234E+04     0.431844372E-03     0.449286618E+04
        3     0.248190136E+05     0.168221666E+05     0.239513567E+01
        4     0.329051806E+02     0.852979223E+01     0.543022192E+04
        5     0.513959370E+04     0.394055951E+05     0.856163189E+04
        6     0.245137649E+01     0.376937663E+05     0.720758305E-04
        7     0.537052863E+04     0.103039901E-09     0.233914843E+05
        8     0.997890586E+05     0.872496530E+01     0.225102423E+02
        9     0.855788235E+04     0.840426814E+05     0.528230192E+05
       10     0.416266413E+02     0.493182525E+05     0.865249524E+00
       11     0.239704374E+04     0.281658118E+00     0.270412210E+04
       12     0.847231218E+05     0.119633479E+04     0.126812181E+04
       13     0.806567052E-03     0.805875117E+05     0.266174882E+02
       14     0.464367396E+03     0.708870882E+03     0.232137953E+05
       15     0.388464873E+01     0.172922944E+05     0.703085483E+04
       16     0.183727367E+05     0.744859745E+03     0.193068959E-03
       17     0.235687686E+05     0.181120118E+05     0.188065716E+04
       18     0.625051665E+03     0.219239762E+05     0.159575101E+03
       19     0.385900887E+04     0.615946094E+05     0.935731774E-05
       20     0.373194103E+01     0.153487897E+05     0.267434019E+02
       21     0.107983216E+04     0.824743749E+03     0.796237582E+01
       22     0.119163556E+05     0.765055135E+01     0.296189438E+03
       23     0.764233027E+05     0.136172130E+05     0.288397176E+05
       24     0.596466585E+05     0.812305168E+03     0.166725434E+01
       25     0.380338291E+05     0.435469881E+05     0.682998135E+02
       26     0.205497648E+04     0.450961020E+05     0.221773179E+05
       27     0.204941722E+00     0.131975204E+03     0.313318864E+05
       28     0.985626762E+04     0.586105270E+05     0.379728034E+01
       29     0.479026158E-01     0.295258637E+04     0.832442968E+04
       30     0.162382383E+01     0.527799410E+04     0.116102788E+02
       31     0.493758244E+05     0.173524623E+03     0.853955744E+03
       32     0.953236937E+05     0.499145016E-01     0.848437208E+01
       33     0.391223908E+05     0.122593493E+05     0.196356956E+00
       34     0.950057299E+04     0.782461098E+04     0.157203651E+05
       35     0.279873260E+02     0.206084252E+04     0.290881189E+04
       36     0.276417015E+04     0.117779005E+05     0.705490874E+05
       37     0.318096872E+05     0.753080296E+04     0.494808743E+04
       38     0.192601466E-02     0.903500427E+02     0.447365333E+04
       39     0.229733729E+03     0.197882848E+03     0.814205610E+05
       40     0.151916281E+05     0.182188649E+04     0.992669950E+05
       41     0.251076066E+03     0.864014350E+05     0.149936132E+04
       42     0.293574903E-01     0.204770369E+05     0.702206841E+05
       43     0.883197962E+05     0.717014359E+03     0.123354719E-01
       44     0.127842908E+04     0.355417455E+04     0.244183460E+05
       45     0.536960712E+00     0.218551008E+04     0.319904193E+05
       46     0.320356055E+03     0.162536398E+05     0.148916668E+04
       47     0.164300735E+05     0.173004475E+01     0.110514323E+03
       48     0.357068239E+05     0.628495273E-04     0.820743586E+00
       49     0.275601681E+03     0.595599693E+02     0.428691861E+04
       50     0.318249843E+05     0.133507592E+04     0.184883190E+01
