        1     0.218240468E+00     0.860744125E+04     0.789211271E+05
        2     0.159377926E+05     0.509399915E+02     0.432904776E+05
        3     0.429289221E+05     0.905760151E+04     0.745670707E-01
        4     0.633912960E+04     0.265153131E+04     0.517351914E+05
        5     0.684153325E+02     0.198327797E+05     0.360759637E+02
        6     0.290300866E+05     0.429662512E+04     0.856163189E+04
        7     0.374966449E+05     0.323023447E+02     0.342064201E+05
        8     0.137128192E+05     0.551818252E+04     0.103039901E-09
        9     0.187968706E+04     0.117371141E+05     0.366737399E+02
       10     0.121784335E+04     0.150994220E+05     0.199446463E+03
       11     0.540556708E+03     0.528230192E+05     0.400122266E+03
       12     0.456458943E+05     0.681105092E+05     0.594362797E+05
       13     0.226484855E+02     0.268948346E+00     0.198436462E+04
       14     0.571106726E+04     0.328814772E+05     0.820955195E+01
       15     0.862627525E+05     0.806567052E-03     0.719139715E+04
       16     0.117406347E+04     0.135856804E-07     0.708495578E+02
       17     0.144220485E+04     0.996152198E+05     0.705245828E+03
       18     0.862023087E+01     0.121866614E+05     0.408679513E+05
       19     0.373320435E+05     0.160474224E+01     0.127028161E-03
       20     0.657315483E+03     0.637947814E+05     0.664110094E+05
       21     0.462226690E+03     0.146832635E+05     0.523274795E+02
       22     0.521762070E+04     0.250312056E+04     0.580068267E+05
       23     0.147065307E+01     0.263240077E+05     0.510680382E+05
       24     0.228160798E+01     0.395231916E+04     0.676256221E+05
       25     0.269325064E+03     0.457845932E+03     0.140044658E+05
       26     0.420448686E+05     0.235165502E+05     0.406196820E+04
       27     0.684992069E+05     0.534969938E+02     0.960816654E+05
       28     0.647873043E+03     0.989912040E+05     0.560434653E+05
       29     0.918047870E+04     0.245276230E+03     0.579226310E+03
       30     0.703722670E+05     0.651798755E+02     0.494306400E-01
       31     0.468406471E+03     0.941807171E+04     0.702196060E+05
       32     0.477724204E+04     0.539119481E+02     0.413958840E+05
       33     0.265456051E+03     0.468307404E-01     0.311925290E+05
       34     0.487548123E+04     0.657601086E+04     0.134218493E+05
       35     0.325091654E+04     0.307900041E+02     0.170378708E+05
       36     0.116102788E+02     0.103840235E+00     0.404173404E+05
       37     0.757366649E+04     0.887424695E+04     0.119192254E+05
       38     0.499145016E-01     0.314027553E+04     0.428995136E+04
       39     0.464755550E+05     0.684269746E+03     0.161288172E+05
       40     0.950057299E+04     0.748841478E+04     0.302318449E+05
       41     0.186380029E+01     0.936447535E+05     0.590484339E+01
       42     0.218157586E+00     0.548303633E+05     0.512000547E+04
       43     0.370874185E+05     0.383195976E+05     0.825875305E+05
       44     0.373175538E+04     0.622387368E+00     0.567615570E-03
       45     0.880853439E+02     0.105983729E+05     0.149426427E+04
       46     0.719741938E+05     0.253028478E+05     0.965732477E+05
       47     0.493018834E+00     0.169193988E+04     0.357183840E+05
       48     0.584980534E+05     0.448143445E+04     0.620983044E+02
       49     0.437155095E+04     0.152694416E+04     0.226201385E+03
       50     0.525121170E-03     0.231806291E+04     0.200732913E+05
