123.0          332.995299753           119.694506066           452.822292133
123.3          333.686548554           119.506132542           451.75948567
123.6          333.085595031           118.985694508           451.518775203
123.9          330.431328021           118.730878639           450.03071445
124.2          330.004402122           118.428712349           449.882014339
124.5          329.214882577           118.529584904           448.034290171
124.8          329.585504646           118.535837395           447.997566206
125.1          329.757693524           118.242938221           448.00801145
125.4          328.583566335           118.554516635           446.123586822
125.7          328.636666116           118.313884652           446.19925928
126.0          328.488408532           118.278881843           444.806212724
126.3          327.116943415           117.76048273           445.117501406
126.6          326.145871734           117.622800393           443.638529125
126.9          326.462040032           117.225335829           444.935614328
127.2          324.638208729           117.178048918           442.790092637
127.5          324.189472056           116.854322542           442.350048939
127.8          323.185981395           116.790863621           441.220866811
128.1          323.02998427           116.42730214           439.823686083
