123.0          304.067014778           110.552537197           414.493553654
123.3          303.549387584           110.374031986           413.808541293
123.6          303.03324283           110.19714875           413.108128573
123.9          302.520077428           110.02176274           412.412241001
124.2          302.008989017           109.849736161           411.712134006
124.5          301.502229045           109.674750272           410.992325398
124.8          300.993187608           109.498853339           410.317320075
125.1          300.474590993           109.324730625           409.631168325
125.4          299.971644321           109.152061555           408.951354394
125.7          299.460431551           108.976765227           408.259616709
126.0          298.953423737           108.806361357           407.580540915
126.3          298.436690096           108.629994255           406.904986906
126.6          297.923065571           108.458508536           406.227337789
126.9          297.415580957           108.282817143           405.555101871
127.2          296.907576175           108.108588352           404.87584739
127.5          296.407729183           107.932948101           404.211187967
127.8          295.905360639           107.762586473           403.522624992
128.1          295.401640625           107.593225257           402.853829559
